Gene	GSM368455	GSM368458	GSM368459	GSM368460	GSM368464	GSM368840	GSM368841	GSM368842	GSM368844	GSM368845
GFRA4	5.781327	5.8721676	5.2416425	5.5174046	5.3202987	5.445933	5.3584523	6.716723	5.507941	5.4406285
GGA1	129.06102	199.26408	224.00104	307.04916	212.3831	138.16975	217.02975	259.0636	253.21931	197.90959
GGA2	43.922977	44.90389	73.13025	44.186665	40.85595	46.455254	49.803764	46.18658	57.07256	42.106934
GGA3	50.362682	50.332325	109.09226	103.380394	125.82587	63.816364	138.1193	121.40688	126.725204	106.20032
GGCT	103.325195	130.47536	215.2402	170.71289	120.80833	133.8356	143.43587	141.87367	143.6423	106.18806
GGCX	88.96874	72.04743	111.55701	81.24022	84.50643	55.41293	61.42535	53.50031	63.641937	50.146976
GGH	15.999737	14.384847	9.50543	11.167042	10.559303	12.944962	10.30088	8.644134	7.9378533	10.539724
GGNBP2	148.79126	111.36556	172.96141	179.46916	158.39503	75.19485	204.06538	189.82495	192.01291	146.95923
GGPS1	178.1831	110.767746	273.8993	181.31906	166.72829	73.39197	168.51723	175.62201	184.98169	151.0452
GGT1 /// GGT2 /// GGT3P /// GGTLC1 /// GGTLC2 /// LOC100132705 /// LOC102724197	14.008725	15.978965	22.260334	21.622038	21.012762	20.906763	29.406355	25.717175	23.429268	21.478043
GGT1 /// GGT2 /// GGTLC1 /// GGTLC2	45.94719	45.108547	59.15404	54.850117	33.341984	43.69127	68.24033	56.41434	42.28514	46.345467
GGT5	14.310283	19.03444	10.32241	10.914487	10.798625	11.339874	10.773602	10.120374	10.377157	10.860934
GGTLC1	7.702735	5.707761	8.54008	7.638667	6.8077164	7.659965	9.38709	7.3153715	7.293679	7.5302773
GGTLC2	136.01413	65.93851	24.78118	28.526062	49.124397	33.532818	24.148914	31.785952	31.394594	47.439857
GH1	9.44169	9.977693	8.564285	9.114115	8.971872	9.519996	8.91047	8.641728	8.648949	9.001895
GH2	11.118442	11.713703	9.724929	10.429776	9.7114	11.87239	10.196262	9.0039835	9.748421	10.604476
GHITM	1584.3635	934.26385	1685.7662	1350.5886	1027.3531	2079.6653	1029.7633	1195.6803	1122.5331	1087.8937
GHR	7.4065633	8.540876	6.153059	6.7045794	6.493322	6.9507127	6.5344276	5.809832	6.3538356	6.5892334
GHRH	8.100833	9.546095	5.186001	5.5616155	5.408663	5.8322506	5.467455	5.115972	5.214957	5.408663
GHRHR	8.225827	7.582167	4.279618	7.0109596	9.021968	7.2477965	6.9565196	6.6881113	6.667969	6.589843
GHSR	4.6450753	4.7611656	4.1150675	4.322325	4.238316	4.402685	4.2432356	3.9818919	4.0696836	4.2432356
GID4	5.922793	6.376283	4.9986463	5.347772	5.2758036	7.075341	5.2613807	4.799762	5.055325	5.322027
GID8	392.7241	341.93655	305.96527	209.83612	589.28284	1394.1083	226.5693	326.13754	306.93234	364.17603
GIF	12.269465	12.627566	10.027355	11.28738	10.962198	12.61	10.830241	10.092238	10.359359	11.2669735
GIGYF2	81.74873	69.08141	82.846565	98.76859	86.04359	69.916626	115.0022	106.75368	134.17445	96.63795
GIMAP1-GIMAP5 /// GIMAP5	387.80795	345.06073	738.1753	619.75256	449.86465	375.23132	353.7503	614.156	557.94995	562.5379
GIMAP4	1034.6478	673.2389	1616.2549	1486.885	1137.5559	645.3128	1158.059	1126.2626	1562.4623	1024.4728
GIMAP6	473.53186	596.6697	1402.0554	1306.6968	723.5087	629.84076	1145.5795	1495.6007	1325.5369	1430.3427
GIN1	7.9758816	7.8117948	8.321031	7.4451556	7.4172277	7.289281	6.863857	6.295144	6.4381194	6.827011
GINS1	8.307529	8.96272	6.5666466	7.3928323	7.027572	7.9058757	7.148602	11.489233	6.542317	7.894145
GINS2	9.686199	10.084282	8.200676	8.785259	8.523455	9.364466	8.663813	8.002201	8.26792	8.296358
GINS3	24.330135	33.636448	16.503805	20.597548	17.028053	23.61379	18.223972	15.763605	15.634988	18.734983
GINS4	6.54019	7.0103097	5.376633	5.692947	5.6319914	5.8866253	5.642454	5.3462825	5.0727134	5.6257234
GIP	8.945475	9.908948	7.358947	7.624502	7.922397	8.658186	7.9422736	7.444808	7.6206117	8.086557
GIPC1	207.86905	212.59021	94.38232	69.950676	98.170074	99.721825	95.82973	82.591324	96.19502	114.095985
GIPC2	9.875443	14.090874	6.3970265	7.0573063	6.762067	8.604118	6.907949	6.2491612	6.4620633	7.042913
GIPR	12.791805	14.301326	7.4213586	9.8798	9.171601	11.579683	10.419373	8.735866	8.615904	9.594726
GIT1	609.4722	561.7817	157.64732	164.86278	234.38074	257.18488	195.2927	140.77214	182.09053	244.10388
GIT2	124.38338	215.8355	297.44067	207.85469	261.4261	119.00577	312.12445	242.80486	315.83215	209.50069
GJA1	9.218744	9.530163	6.650358	8.209812	7.3993516	10.839288	7.689164	6.8425508	7.117157	7.822312
GJA3	12.806948	10.623683	5.992732	6.5262465	6.3600307	6.8083467	5.995234	5.983285	6.13396	6.4127774
GJA4	5.085676	5.4853053	4.2724752	4.6567817	4.4467235	5.007003	4.5230427	4.26574	4.257188	4.589159
GJA5	4.697528	5.060489	4.0742183	4.391871	4.2708898	4.6731787	4.3396077	4.3626237	4.2590156	4.4233665
GJA8	6.633408	6.5645137	5.290267	5.8368535	5.7019367	7.454491	5.7417607	5.1495523	5.3403325	5.7974453
GJA9 /// GJA9-MYCBP /// MYCBP	48.288235	48.549973	63.7084	42.948547	61.85005	66.672264	66.51159	60.312553	76.73514	61.48947
GJA9-MYCBP /// MYCBP	99.00719	119.09966	243.70218	171.33986	133.02141	115.18375	263.50238	150.8105	203.63982	139.63037
GJB1	158.30692	175.22318	55.49781	60.781734	70.38043	100.31354	65.517624	50.61214	56.108883	84.53775
GJB3	44.92475	40.931854	23.553526	29.971134	34.080265	31.647615	30.34476	28.552546	29.54174	30.500038
GJB4	38.664764	47.5688	26.098846	27.090881	29.301468	31.224613	27.881565	25.529322	26.366632	28.483736
GJB5	4.799762	4.939849	4.109915	4.3747854	4.331158	4.5074863	4.3305554	4.0298467	4.1989703	4.336386
GJC1	4.3961525	4.680123	3.9403534	4.2157593	4.0901294	4.3898335	4.116785	3.954823	3.9946601	4.149773
GJC2	18.312767	24.577347	12.466304	12.66277	12.612928	13.162402	12.49294	11.423316	12.3231	12.34485
GJD2	83.201004	84.4221	66.29742	91.5208	82.01662	123.78454	77.40563	72.315346	70.49971	85.38731
GK	187.4834	170.51894	321.36093	304.2175	227.84491	105.98865	382.72223	156.96841	235.3451	117.07508
GK-AS1 /// GK-AS1	7.4410124	7.510735	6.210138	6.9063463	6.865769	7.1330276	6.768657	6.29602	6.452175	8.378758
GK2	8.470623	8.335716	6.226296	7.3760414	7.325561	8.122662	7.265306	6.7448316	7.072388	7.3863173
GK3P	25.598114	24.720316	64.22632	62.247345	34.595695	19.969479	63.251846	34.3964	103.70947	30.323643
GKN1	8.335711	9.536798	6.486394	7.028222	6.629407	7.2085547	6.7765136	6.4641604	6.6060686	6.871185
GLA	207.05075	184.03151	209.17517	292.85287	178.17886	146.11613	220.41489	192.87918	219.67998	141.3645
GLB1 /// TMPPE	127.77328	130.29984	97.833565	116.98005	118.87878	72.83229	124.530556	115.41647	156.0027	126.51081
GLB1L	31.407703	33.40392	25.309933	27.46362	27.193521	30.280064	27.149399	25.741049	25.506817	27.992393
GLB1L2	3.8266568	3.6699736	3.5702035	3.7241812	3.6502733	3.7217631	3.6699736	4.24422	3.498376	3.6699736
GLCE	10.462736	11.078274	9.550083	10.071655	7.780323	10.392578	11.2085705	12.110527	9.613214	9.659718
GLDC	11.361469	12.024854	8.472195	9.613215	9.403217	10.485579	8.439628	9.153529	8.945268	9.508962
GLE1	6.559948	7.680606	8.353914	8.699261	10.309012	8.120025	8.275212	13.2205515	18.120893	8.144173
GLG1	56.66356	104.83679	122.854744	146.50319	239.39276	96.32005	163.7458	275.6461	176.20163	147.6359
GLI1	47.90882	40.568813	27.445787	29.111744	33.774868	30.641891	28.407183	26.313465	26.988628	28.77866
GLI2	22.173225	19.850777	11.668946	14.996897	13.73486	18.671854	13.9064045	13.00547	13.697943	14.282755
GLI3	144.81349	149.66379	69.446175	55.051563	99.48151	85.74664	50.814533	69.356026	69.17285	71.04655
GLIPR1	1546.9152	935.977	2083.3335	1674.2291	1445.4562	1342.654	929.2269	2053.7727	1692.4675	1357.9413
GLMN	50.88059	52.863625	43.077282	47.126125	47.424454	47.514748	45.450993	42.08937	43.37412	44.989384
GLO1	126.82229	135.7525	275.60757	223.5047	158.81462	172.16869	172.92941	244.69357	260.33054	176.1771
GLOD4	36.085247	45.72389	250.2975	212.97516	101.29579	68.41314	125.49643	261.39557	208.36147	117.47772
GLP1R	73.7727	104.33694	41.3931	46.31214	46.01333	52.85382	44.125225	30.771545	43.559673	47.286022
GLP2R	4.219674	4.328346	3.7096941	3.975799	3.8707666	4.1099143	3.9003344	3.6300046	3.726083	3.9259357
GLRA1	4.808455	5.083316	4.367281	4.693823	4.591288	4.819623	4.588307	4.306909	4.4170074	4.6002445
GLRA2	44.79464	49.304825	31.950098	41.64645	43.539486	45.35411	40.990772	44.33455	38.291607	41.31923
GLRA3	18.428696	22.01484	12.966002	14.113774	13.24757	15.978965	13.073536	12.237059	11.510045	14.054303
GLRB	11.977522	12.422417	8.4867525	9.917232	9.245305	11.387859	9.064771	8.949419	8.591354	9.766986
GLRX	849.2732	773.5929	1278.035	891.9443	948.34845	568.4287	801.19305	620.5871	900.0306	715.92847
GLRX2	58.441963	80.87342	131.961	109.846535	118.76858	107.95166	115.95326	88.96878	109.52582	110.89638
GLRX3	102.47532	103.14316	83.706345	89.57354	86.21341	98.41177	51.022427	80.79094	105.38305	87.24768
GLRX5	9795.4795	9148.346	4949.208	3164.2773	8087.6045	13251.122	551.0801	1787.2627	1868.631	4228.5527
GLS	157.26373	149.6603	423.61893	285.4009	199.39943	228.3425	311.90738	326.68307	223.97711	346.8425
GLS2	14.317593	14.948263	11.127733	12.891014	12.472089	13.813793	12.656312	11.686559	11.975301	13.001546
GLT8D1	210.44073	202.40108	222.71785	201.66505	153.55365	89.92335	169.58789	209.248	182.24689	150.1437
GLT8D2	12.589536	13.377288	10.569108	11.135996	11.034153	12.106032	10.812163	10.357917	8.216288	11.034153
GLTP	11.672468	15.650954	40.627216	25.889576	18.187433	18.541912	16.3654	29.467808	19.449596	14.189947
GLTSCR1	135.6927	168.63458	87.75927	109.054245	109.054245	133.9412	101.78821	97.48919	107.16813	109.39888
GLTSCR1L	66.33109	76.2805	201.68613	163.2906	262.26202	159.88675	322.49982	345.29282	267.13705	319.5912
GLTSCR2 /// SNORD23	2547.0398	3968.0188	9602.428	9266.04	6721.1787	5175.4893	6227.8228	8913.698	7931.335	8238.935
GLUD1	241.05357	138.04561	312.14587	265.10873	281.2271	242.42749	404.73093	467.6472	416.2344	351.97366
GLUD2	6.619573	6.619573	24.09128	9.998784	7.6866693	8.002575	19.288277	20.871378	15.662216	7.7597747
GLUL	9720.326	6873.674	6306.194	5245.483	7991.186	9809.353	7584.9106	7239.6567	6563.0786	8475.252
GLULP4 /// GLULP4	28.829453	37.962563	19.867357	20.976723	18.38002	31.787437	19.855377	17.400711	16.012365	20.510881
GLYAT	8.660997	9.70059	6.3059587	6.8597164	6.7398257	7.2481327	6.7288885	6.270656	6.3217816	7.4323845
GLYR1	281.65802	225.50507	110.311386	127.930504	174.30699	83.436874	140.79175	222.96606	151.02057	154.56535
GLYR1 /// SEPT6	369.82983	513.838	874.54736	777.78656	648.7959	415.57837	603.3102	932.9421	722.05023	655.05725
GM2A	234.12538	55.851772	184.19374	265.99612	73.8121	157.45718	238.45047	107.54669	182.4246	195.92807
GMCL1	18.3894	35.39538	116.24956	96.06347	33.54683	13.329882	69.61071	49.334564	49.605434	57.627365
GMDS	27.935308	27.153185	19.989418	25.253628	28.717302	19.878426	21.432251	20.121561	26.610605	24.668756
GMEB1	18.189129	18.533316	17.33222	14.863192	20.111294	17.019028	16.915888	16.683592	16.375278	16.96462
GMEB2	25.33109	18.521275	76.69958	47.739056	38.810356	42.070827	58.68925	99.34778	88.26565	56.295353
GMFB	145.11287	113.71009	325.77478	213.70781	193.92015	143.61572	245.55817	224.16943	223.87845	182.6025
GMFG	407.69952	756.5192	2021.9995	1637.9602	1507.2726	421.39374	1173.4476	841.07684	1252.9331	731.9507
GMIP	156.15468	227.66006	482.03336	417.6175	437.7869	337.40543	914.0026	560.5575	732.29034	524.5093
GML	4.4200835	4.3191175	5.9156513	4.10001	4.0320916	4.2149773	4.0455847	3.888408	3.9304926	4.0696836
GMNN	8.836768	9.3722925	19.225285	10.280823	8.964382	8.579801	9.696091	9.14207	8.786072	7.8981757
GMPPA	39.926388	45.49531	40.625317	32.2824	43.906673	42.685307	36.2598	35.75192	61.957733	38.571568
GMPR	2051.011	1479.1769	938.8914	794.36395	1721.815	6667.901	163.99678	592.4217	642.40045	1579.9945
GMPR2	129.09026	122.55009	236.91748	154.57243	162.19565	68.196	145.49374	146.62885	229.00023	140.88966
GMPS	64.608925	52.792553	104.487144	86.158424	62.840828	66.08245	84.99895	138.06807	126.61063	114.05355
GNA11	84.15811	69.98154	41.96361	40.91287	48.906075	44.11191	21.506477	39.95325	38.020725	43.647694
GNA12	134.614	97.28588	163.85983	132.48859	197.33307	820.836	93.176926	88.425514	122.957306	141.19728
GNA13	5.602798	5.5797095	4.700144	5.0123487	4.9398484	5.4026413	4.980355	4.595338	4.709749	5.0356593
GNA14	13.889635	13.410847	11.453568	12.280859	12.037696	14.849406	12.158949	11.676803	10.903856	12.306526
GNA15	113.60202	99.951096	103.96239	101.83302	132.23065	104.01063	137.66501	97.94026	99.23945	100.267006
GNAI1	8.622502	9.70059	6.254672	7.0517406	6.648814	7.9014716	6.7796593	5.8303556	6.159629	6.9207807
GNAI2	328.65942	470.67288	261.43182	319.14667	323.01276	398.71008	493.39365	313.05978	500.03104	455.20834
GNAI3	427.23163	315.4661	733.0897	558.57184	479.96936	194.57817	526.05743	392.6975	479.0237	328.4617
GNAL	19.468563	21.631065	10.213311	16.291153	15.725935	16.779085	15.555389	15.548174	15.728128	16.208214
GNAO1	6.820362	7.3777514	5.2998486	5.819004	5.659761	6.1667776	5.748158	5.3686557	5.3505015	5.8447123
GNAQ	949.05237	1023.90137	1296.3091	1218.2773	1119.1766	804.99414	1104.859	1016.79987	1508.5654	1076.9948
GNAS	12557.317	8799.842	7184.0986	7988.3896	10403.563	18490.162	12752.257	12073.928	9217.363	10082.768
GNAT1	8.426715	8.5392885	6.250031	6.5581203	7.6905923	7.380149	6.918214	5.9649906	6.6377172	6.74796
GNAT2	11.877347	12.184364	10.523597	11.077757	11.020337	11.576995	10.9439	10.434132	10.675073	11.0356865
GNAT3	6.750153	6.915004	5.328947	6.431551	6.2660017	7.1885147	6.2260065	5.6953254	5.899752	6.322661
GNAZ	8.184327	7.9947777	7.3870006	7.674906	8.085807	10.027358	8.361281	7.9622	7.5551248	7.710601
GNB1	774.1863	784.0558	717.3586	807.3883	964.32324	579.1043	1149.5204	1006.0076	1122.2206	835.2832
GNB1L	7.878045	7.763733	6.8670425	7.30621	7.0243106	7.6660085	7.186515	10.729201	6.7114263	7.257557
GNB2	661.21094	703.61145	833.03784	805.5175	999.145	1723.613	1444.8856	963.80884	1113.2219	1151.0414
GNB2L1 /// SNORD95 /// SNORD96A	4197.8555	4338.054	11694.297	13386.152	7412.839	9242.837	9751.253	13453.406	10886.799	10897.914
GNB3	49.10161	38.812134	22.416836	24.978588	29.111736	28.105618	24.901058	22.52737	22.970692	24.902216
GNB5	41.683163	42.13431	49.748344	38.280945	37.41171	43.549557	41.091694	55.57511	44.180523	42.87586
GNE	16.239077	22.158825	24.04382	24.994835	17.054594	19.29499	25.385214	30.781548	30.044931	35.41183
GNG10	2230.3955	2884.31	3175.3809	3765.0618	3937.481	1423.0953	3515.1814	1472.0576	2473.3145	2127.3918
GNG11	610.50507	285.6062	423.14755	332.1396	578.96985	456.7107	256.92844	489.7214	278.43542	288.6503
GNG12	13.984698	16.7503	8.28943	11.253912	9.87132	11.276387	9.940265	8.917917	9.28744	10.141531
GNG13	8.352752	8.712186	6.8893824	7.317407	7.317407	7.8321185	7.3473463	6.9009	6.9976344	7.4227333
GNG3	17.58415	14.756681	10.897284	12.953974	12.705147	15.747843	12.618195	11.050038	11.003987	12.996119
GNG4	4.3581724	4.596405	4.0156612	3.9652984	4.0425835	4.244812	4.1303706	4.175656	4.020136	5.2669983
GNG5	1037.629	869.24817	965.1292	1079.5223	1173.2853	990.44446	1516.4982	1080.6744	1206.5767	1060.5564
GNG7	33.503258	35.791744	28.709301	21.115395	29.91139	32.468678	59.96651	33.829758	51.45276	30.466084
GNGT1	19.020758	22.54829	8.244164	11.582903	10.706077	17.285637	10.7063265	7.779601	8.520289	11.127733
GNL1	228.27902	153.27975	97.44847	110.89384	131.9732	121.70017	99.0417	91.733444	99.74271	110.53674
GNL2	39.380856	31.586006	72.85598	37.114323	24.270235	22.311	37.020584	46.206966	37.05238	49.289967
GNL3 /// SNORD19B	60.062607	73.31208	133.96918	112.855965	97.73606	46.626957	126.59004	85.07887	74.84328	97.484634
GNL3L	58.662025	57.699623	48.055767	52.159477	50.773285	55.815456	65.71859	63.259144	48.575886	51.532803
GNLY	239.52612	403.36243	210.3335	284.77258	130.04013	269.13715	712.64746	1506.9578	969.7983	1388.5249
GNMT	12.776678	13.887055	14.289053	13.252489	13.028722	13.3934355	13.339474	13.040211	15.043588	11.49403
GNPAT	44.887234	20.365788	166.55045	115.11429	72.29859	15.439614	84.16589	124.678024	119.91198	65.28395
GNPDA1	64.2591	56.610977	60.23145	73.702545	69.85984	30.851604	54.9316	58.336304	84.27533	57.239628
GNPTAB	234.11455	257.9857	518.27966	572.31934	361.7844	399.6458	618.9481	674.8176	709.0356	648.3595
GNRH1	18.123413	24.211746	10.35119	12.9455595	10.955587	19.45231	10.966775	10.108174	10.414785	12.409167
GNRH2	27.321917	22.689455	8.371376	9.2669935	9.364684	11.532764	9.364684	8.8937435	8.92599	10.410436
GNRHR	9.473286	10.568123	6.4103966	7.830302	7.5330696	9.023642	7.5009823	6.8001375	7.2914777	7.754012
GNS	547.9311	494.05777	959.0356	801.0632	757.73114	479.37924	923.44495	987.91907	1046.8654	813.8581
GOLGA1	71.60247	73.801796	62.820393	68.65478	54.484837	66.34359	65.69415	72.48499	63.500313	66.20827
GOLGA2	157.4499	110.5368	48.65259	55.0439	54.152164	54.86032	54.152164	52.58232	49.799183	49.984364
GOLGA2P5	8.083181	12.232522	6.507799	6.890981	6.7055116	7.2498145	7.160884	6.7229586	5.859647	6.9150033
GOLGA2P7 /// LOC101929479 /// LOC642423 /// LOC727751 /// LOC80154	14.606127	10.742153	13.477598	12.6398735	12.019832	13.964595	10.851868	17.020594	11.853674	12.393629
GOLGA3	169.71774	167.71367	137.68411	131.74069	151.04504	164.90477	159.69391	149.20604	178.14165	174.14516
GOLGA4	62.786915	63.0555	151.56104	80.08924	103.517136	28.166332	122.67526	109.72938	121.51114	74.35176
GOLGA5	100.208885	59.302425	214.33339	140.93872	169.5761	68.60706	240.07132	243.21065	262.86734	125.330536
GOLGA6A	6.530487	6.672613	5.19178	5.6852927	5.5942273	6.0317893	5.5574884	5.0342593	5.2101197	5.6126876
GOLGA6L4 /// GOLGA6L5P /// GOLGA6L9 /// LOC102724093	18.600939	19.531443	72.64662	28.284212	17.098969	16.919025	21.650646	22.266012	24.178064	24.160685
GOLGA7	295.91254	394.62436	921.9679	707.4416	611.1852	338.79382	718.1413	697.32245	665.58167	570.5161
GOLGA8A	63.42375	82.037544	300.6529	211.36554	243.8605	115.30134	223.37514	354.95032	239.3761	234.46245
GOLGA8A /// GOLGA8B /// LOC101930583	79.61128	84.57307	145.3116	138.90341	70.01888	80.29018	78.75889	186.05774	111.21586	83.36526
GOLGA8CP /// GOLGA8DP /// GOLGA8EP /// GOLGA8F /// GOLGA8G	23.92473	24.562527	19.400923	24.101896	17.079937	23.03153	21.606985	23.128984	19.38023	22.645805
GOLGA8N	736.32825	511.32883	755.23895	692.2773	294.06467	326.7362	779.68335	1154.5985	788.8537	727.0255
GOLGB1	64.592415	37.75263	151.75464	78.027725	99.89087	46.200546	150.33542	124.614426	117.65773	78.15634
GOLIM4	9.811043	10.868499	6.26978	8.943191	8.160436	9.592717	8.142658	7.6588964	7.606832	8.27713
GOLM1	9.17224	7.215251	10.49873	6.4533753	5.604361	6.4417076	6.221966	6.0060973	10.896274	6.090569
GOLPH3	514.8522	364.6412	690.1603	554.0286	476.03238	420.71994	600.3083	744.4702	736.2085	645.3131
GOLPH3L	88.60211	92.93519	85.2626	62.202602	73.753876	89.30375	96.83094	67.850395	62.73885	80.43192
GOLT1B	10.923606	11.05824	13.522066	11.158754	9.849815	10.832751	9.892408	9.953185	10.022239	10.0800705
GON4L	112.19032	97.96988	62.104565	97.06041	82.14801	127.111015	88.396805	76.77437	81.14784	94.78611
GORASP1	15.3977585	10.050647	21.420813	12.32052	15.962279	15.753318	32.07933	11.6111555	30.358133	12.208981
GORASP2	75.416756	58.133675	199.47818	113.54938	139.60454	137.55647	123.35452	215.69032	181.8162	191.9373
GOSR1	74.210434	57.12154	313.29962	270.42624	207.04108	176.50436	179.51076	341.5481	277.97073	201.59026
GOSR2	41.51525	49.316254	34.44433	35.871555	31.863482	40.65456	31.062767	33.69816	39.43296	31.839098
GOT1	40.246307	40.179157	59.10191	76.252426	44.770733	71.967255	54.790337	58.814644	62.785446	57.327362
GOT2	48.50158	49.263676	74.801605	81.40052	66.590324	66.34362	110.60344	74.37939	78.25252	71.775475
GOT2P1 /// GOT2P1	16.981155	26.817608	9.06393	9.036214	9.674971	9.728539	8.921228	8.179013	9.147586	15.028244
GP1BA	35.563286	57.107	51.872246	55.128216	82.90616	57.186512	60.46664	52.21029	40.829414	54.42166
GP1BB /// SEPT5 /// SEPT5-GP1BB	162.24847	67.54885	63.764595	43.79479	91.0824	383.74484	69.56393	90.44226	93.9759	80.63925
GP2	24.807644	26.642721	20.772345	23.881481	23.32947	25.153055	24.13659	23.058266	23.319733	23.78637
GP5	9.253888	9.859185	7.346667	8.385371	8.984997	9.152257	8.147573	7.639908	7.7558146	8.4408045
GP6	47.09552	47.853283	39.815388	44.194874	68.5752	54.426723	42.148003	37.842953	36.100315	48.040165
GP9	5.1421504	4.7369275	4.010076	4.1834135	4.206382	4.264949	4.5868187	5.314871	3.6699736	4.1834135
GPA33	4.5058136	4.618639	4.440847	4.6575913	4.329953	4.359588	4.3215227	5.3911214	4.3085084	4.4985023
GPAA1	161.59467	164.02728	134.40811	146.37401	136.34277	142.17021	128.81502	135.57318	148.95013	130.39064
GPALPP1	12.982258	14.184021	12.755354	12.239045	10.644658	14.312943	11.17715	8.848056	9.309661	11.956423
GPATCH1	7.9684806	9.323275	13.243262	20.705944	12.089753	9.398853	12.370075	14.908087	15.87034	17.121988
GPATCH2	4.16366	4.251513	3.782173	4.2546697	3.8876867	4.0867143	3.8609014	3.7660615	3.782173	3.9217484
GPATCH2L	12.567941	9.820609	12.159517	12.789137	16.193178	11.5341015	12.6569	12.812894	12.526028	12.842061
GPATCH3	28.59498	11.521802	29.481497	27.473827	27.415247	28.299307	28.014498	33.331158	22.667887	28.118673
GPATCH4	83.73744	76.43667	50.741493	52.932373	62.610847	73.94925	51.467087	46.463882	48.247902	55.92954
