Gene	GSM368455	GSM368458	GSM368459	GSM368460	GSM368464	GSM368840	GSM368841	GSM368842	GSM368844	GSM368845
FSD1	47.67154	38.9077	22.678396	34.694553	32.092724	36.204315	33.16145	35.048912	31.640266	33.613808
FSHB	6.459363	6.99666	5.1821513	5.693476	5.431296	5.873257	5.4768496	5.1922603	5.3537297	5.5556827
FSHR	5.265043	5.4613695	4.8433886	5.0499344	6.445893	5.5087075	4.9642053	4.69426	4.8089013	5.0600195
FST	16.445332	14.764212	10.125542	12.249555	10.089897	12.401108	12.675116	10.716266	11.0454235	11.794969
FSTL1	10.939335	11.215336	10.366092	10.565186	13.095391	7.7514963	10.426875	10.262715	10.332478	8.001829
FSTL3	5.1838346	5.299603	4.701016	4.915155	4.821861	5.27042	4.856215	4.553313	4.3581724	4.8688493
FSTL4	15.390976	14.7231655	12.393633	13.376047	12.922158	13.66969	12.999134	12.11615	12.576695	13.049899
FTCD	6.007488	6.159629	4.928173	5.153138	5.115022	6.007488	5.0953608	4.866817	4.999573	5.116209
FTH1	14031.35	12641.5	14055.778	12900.448	17694.441	19617.967	23605.81	15592.076	15687.893	17823.836
FTH1P5	6000.593	6274.37	5597.5327	6335.2305	6718.679	8121.063	8106.021	7905.056	6740.217	7753.7407
FTL	15268.495	14739.436	12620.106	15196.384	15484.288	18760.234	12858.932	15906.67	17957.086	15977.701
FTO	108.1673	124.33143	108.33558	99.78204	112.18246	75.11987	112.50044	132.59319	172.33263	174.23819
FTSJ1	31.29132	44.468452	102.11694	86.03751	60.463814	89.34933	87.45435	126.48143	135.85014	100.89
FTSJ2	138.14497	75.25776	143.07697	171.14145	121.37031	138.06819	147.055	174.04837	194.10925	181.31076
FTSJ3	54.0016	53.515186	49.635353	48.145035	49.44228	51.958977	49.949577	50.28212	53.06023	50.56521
FUBP1	97.85852	76.96871	114.45382	111.35526	117.96384	70.49315	159.91275	182.74222	145.94337	143.0106
FUBP3	49.46636	49.58355	127.23187	96.13252	48.836887	59.62109	131.06387	133.73933	138.60078	111.709724
FUCA1	34.29681	34.029705	103.548386	60.07375	84.75182	20.06841	44.28418	78.75341	154.81644	49.12442
FURIN	448.54092	362.1541	100.15548	132.03136	296.208	273.62622	131.98239	119.77294	114.77299	147.48195
FUS	294.87094	395.43076	1026.5667	855.7807	558.33856	293.99655	692.21326	1028.2823	818.5159	599.821
FUT1	5.5104957	5.3559656	4.449716	4.743304	4.7191553	5.1495523	4.70538	4.514812	4.480378	4.736706
FUT2	37.585697	45.548126	32.698494	34.93202	34.436337	39.43847	34.449123	32.71064	33.48462	34.635048
FUT3	26.075232	22.872849	17.433842	20.262094	19.893179	20.555656	19.89134	19.159384	17.005602	20.138369
FUT4	44.344826	44.997738	56.04121	45.639088	40.14746	40.772625	40.78397	42.475872	43.291683	41.004086
FUT5	74.224236	49.115307	25.564886	29.359993	26.818855	29.613111	23.481522	25.104084	24.936907	27.063877
FUT6	94.636665	109.31769	51.646515	64.0552	67.572334	83.9748	54.65199	65.949196	52.925014	69.16639
FUT7	346.12692	308.6177	132.28589	145.78438	148.543	159.25005	135.17741	119.35413	112.95287	141.12856
FUT8	63.813385	58.0016	116.97453	69.41068	94.70032	70.973946	88.234886	100.1786	114.35563	110.90653
FUT9	11.309919	13.478215	6.9723525	8.689576	7.7723823	10.69937	8.072312	6.644187	7.099346	8.310417
FUZ	117.325226	111.8602	78.490715	82.29107	81.20245	93.9737	81.20625	71.83047	74.56077	81.00302
FXN	137.95276	130.36037	143.11682	150.80713	134.72658	146.29935	138.68448	142.1044	142.77846	152.97775
FXR1	118.18026	105.573875	266.82428	219.7156	202.03032	98.07219	227.4487	189.26196	152.70816	180.5172
FXR2	91.21343	65.46594	50.72265	47.25093	66.65523	48.865246	60.34894	66.16222	49.074295	51.288258
FXYD1	4.8288026	4.5955515	3.9081237	4.17992	3.9796755	4.359791	4.09013	3.8200932	3.9301286	4.1297956
FXYD2	29.571915	30.701664	25.453617	26.845	26.69346	28.749302	26.238483	24.386509	24.816286	26.579758
FXYD2 /// FXYD6-FXYD2	11.507376	13.527094	6.821948	8.601323	8.820796	8.402511	7.991073	6.568477	6.9587827	8.0059185
FXYD3	42.220448	41.88773	28.905125	31.519394	36.39297	46.203762	35.309273	30.411728	33.95321	35.048912
FXYD5	321.98767	511.7203	493.30212	372.94025	486.3812	406.40588	418.95703	196.45609	426.459	535.2288
FXYD6	9.249593	6.7761993	7.8350263	6.4378204	9.90803	6.048042	9.580261	5.518942	14.325565	5.9082437
FXYD7	7.286237	7.9610915	6.8387423	7.7166862	7.0533786	7.9810653	7.1788483	6.7765145	6.5144463	7.2501516
FYB	844.9495	1314.7255	1080.9244	1013.5498	2619.4932	1014.11444	2417.7166	2407.3057	1489.5078	1434.0325
FYCO1	40.90526	22.444933	87.71446	63.712807	40.186604	31.048344	83.39615	106.46184	99.27395	68.54016
FYN	376.28632	444.71774	891.4689	867.31464	915.2975	807.80115	1109.5085	1846.0957	1514.0365	1149.6267
FZD1	14.620366	16.07265	34.833267	14.50078	13.725616	13.742188	14.166917	11.931478	14.056253	14.18138
FZD10	5.2885485	5.4921184	4.617996	4.997949	4.799762	5.215924	4.89104	4.578737	4.708001	5.0764823
FZD2	40.518024	41.801327	43.281643	31.710825	42.01523	39.412846	39.255886	40.629097	35.314995	25.206793
FZD3	14.068007	15.603097	10.513836	12.75891	10.9843445	13.397785	11.334614	9.364684	9.320251	11.564112
FZD4	7.6863084	8.251821	7.069104	7.5589805	7.5589805	7.830302	7.474577	7.1072564	7.1875134	7.5198016
FZD5	11.187527	11.020592	7.23704	8.348294	7.85122	10.569108	8.011301	7.048305	7.4008937	8.193255
FZD6	7.322842	7.429626	5.871623	6.1186094	6.002472	6.6537523	5.99941	5.548212	5.745225	6.0812483
FZD7	7.7213426	8.233463	6.1157713	6.7944613	6.2642574	7.470764	6.6195707	5.936825	6.2474213	6.671374
FZD8 /// MIR4683	5.5120316	5.786963	5.044313	5.3502536	5.2370234	5.4791365	5.2819266	5.077659	5.1488357	5.2892847
FZD9	19.359562	18.418434	11.839931	12.393626	13.092354	14.101989	12.994309	11.578607	12.075176	15.132504
FZR1	77.691734	89.5112	42.57453	46.100945	47.02128	60.1588	55.48495	41.111725	43.369083	50.9219
G0S2	124.68094	114.62127	66.09474	56.697777	115.352264	70.347786	67.73089	46.647503	62.71265	60.06401
G3BP1	163.25276	128.1443	405.4263	319.25046	290.12088	173.48792	351.8265	387.79907	357.15607	476.0326
G3BP2	271.24347	301.18353	800.5431	562.19946	552.591	448.04202	562.74713	745.43854	654.0251	527.8183
G6PC	12.338547	15.131447	7.583217	10.152354	8.416946	10.833258	9.250239	8.694823	7.4323826	9.357953
G6PC2	4.1009617	4.204234	3.5698724	3.8652024	3.808235	3.9498723	3.7927172	3.6684415	3.599813	3.7913094
G6PC3	47.393124	42.518517	26.647676	21.387983	32.703045	35.647568	35.263622	39.83133	42.02753	31.443518
G6PD	66.26973	68.705765	58.26597	49.27049	61.374027	69.772415	58.436527	57.89406	59.440155	61.716713
GAA	6.6690497	20.007965	48.72937	36.338955	65.27331	61.28863	147.34164	60.746445	81.32502	53.360195
GAB1	19.89873	18.724337	12.18663	15.890241	14.932319	17.90442	15.754415	11.791682	16.005682	13.105727
GAB2	335.80487	249.0003	302.82318	445.6781	339.91977	172.89734	585.9155	306.64783	449.03076	342.8345
GABARAP	3991.6567	3307.9534	2201.144	2158.0122	3447.1785	4376.9756	1799.9958	1775.7301	2444.3923	2750.9788
GABARAPL1	179.72745	211.24303	255.48978	249.62468	182.41608	202.7347	288.7106	251.71834	165.31085	228.2418
GABARAPL1 /// GABARAPL3	130.05223	190.19516	457.2197	377.04642	423.77634	271.2056	528.81036	356.35315	348.90054	287.75443
GABARAPL2	6578.3247	3856.8333	3010.0996	2780.2363	4442.5547	7623.723	1943.3514	2340.122	2207.0254	2554.553
GABARAPL3	16.704508	22.680506	10.624671	11.668139	11.199734	12.421843	10.909931	8.520289	10.670123	11.3963175
GABBR1	79.94814	81.174194	123.18007	76.53959	89.03898	79.32734	85.242805	125.75575	110.32154	93.59292
GABBR1 /// UBD	5.1221476	5.6380067	4.594273	4.9538517	4.8202953	5.2922316	4.814931	4.5976853	4.6045175	4.876311
GABBR2	16.629492	16.175154	9.419375	11.319898	11.245037	18.144447	11.052602	10.805143	14.615619	11.151509
GABPA	6.40445	6.595044	5.53407	5.887446	5.7234063	6.379241	5.7636485	5.4136834	5.5453806	5.8319793
GABPB1	61.40251	68.95491	206.55179	165.3416	138.38873	90.56819	117.13757	179.2444	176.5781	120.29373
GABRA1	8.6449375	13.398405	7.165869	7.772745	7.1171584	8.77263	7.670989	7.0106344	6.005259	7.7109594
GABRA2	14.319586	18.270327	8.000715	10.413819	9.869489	12.654254	10.028054	8.9402895	9.638005	10.00644
GABRA3	6.283471	8.0278635	4.9398494	5.39713	5.250893	5.8675385	5.2991114	4.929088	5.056499	5.3953776
GABRA4	4.5440264	4.6731787	4.141887	4.3825073	4.21576	4.51209	4.3508983	4.1900177	4.229868	4.482459
GABRA5	35.30843	35.545147	16.091309	17.651993	18.331465	18.715647	16.133173	16.08235	16.892351	17.431423
GABRA6	7.1171575	7.8754873	5.5898156	6.2860956	6.054782	6.889064	6.1567726	5.8341455	5.951167	6.2153273
GABRB1	4.889679	5.050168	4.1878796	4.479755	4.345451	4.649171	4.375192	4.120034	4.20014	4.4513683
GABRB2	67.6084	71.29418	54.64433	59.058018	66.26054	62.16219	57.154697	53.81898	55.092426	59.338207
GABRB3	7.5411167	8.320259	5.8811655	6.30801	6.1086817	7.2202725	6.2121563	5.8208957	5.7104096	6.330881
GABRD	4.2802143	4.371743	3.8792176	4.0725174	4.30032	4.3289495	4.0448337	3.9221127	3.8777778	4.09013
GABRE /// MIR224 /// MIR452	4.9343514	4.8301463	4.0500927	4.2907524	4.2102866	4.539812	4.238906	3.9498723	3.9756148	4.2796183
GABRG2	6.0030265	6.1135015	5.2802114	5.65976	5.4791365	6.190574	5.5487266	5.200458	5.2740893	5.595265
GABRG3	8.4729805	8.817112	6.2796817	7.4679894	7.218597	8.53295	7.133358	6.100186	6.7655168	7.3753567
GABRP	6.2199426	7.359631	5.2946873	5.8664484	5.799329	6.0220003	5.740163	5.150509	5.5965633	5.8195453
GABRQ	7.469724	8.233461	6.7498393	7.0103087	6.96427	7.6146016	6.96427	6.5017624	6.869273	7.04749
GABRR1	6.883631	7.2589035	5.4606085	6.210138	5.822786	6.900581	5.9905076	5.41494	5.598901	6.179955
GABRR2	44.526283	39.579617	35.685627	34.574028	44.689793	43.44059	41.958736	42.853985	42.060078	42.091335
GAD1	24.028198	23.000559	13.0341625	14.906012	14.285738	24.770836	14.397535	10.664432	13.248798	14.460469
GAD2	14.877686	14.901172	9.4460745	11.059782	9.617229	15.52006	10.502134	8.618901	9.101015	10.812163
GADD45A	142.74864	127.49192	81.43445	67.907036	140.87006	200.35939	45.18605	41.255993	52.499393	80.353485
GADD45B	388.88013	286.05722	550.82416	537.46844	509.4223	462.7368	994.68085	444.6147	809.18823	361.09708
GADD45G	5.5343275	4.0298467	3.6391115	3.7004106	3.7040186	3.722454	3.6594312	3.420368	3.5836465	3.6135356
GADD45GIP1	12.920356	13.515798	11.964747	11.708812	12.160074	19.401829	12.450116	11.83938	11.964747	12.756537
GAGE1	5.837665	6.199485	4.7294593	5.1502695	5.0090933	5.4798994	4.9896073	4.622712	4.6868587	5.0651865
GAGE1 /// GAGE12B /// GAGE12C /// GAGE12D /// GAGE12E /// GAGE12F /// GAGE12G /// GAGE12H /// GAGE12I /// GAGE12J /// GAGE13 /// GAGE2A /// GAGE2B /// GAGE2C /// GAGE2D /// GAGE2E /// GAGE3 /// GAGE4 /// GAGE5 /// GAGE6 /// GAGE7 /// GAGE8	11.377034	9.130623	5.947992	6.5496054	6.36372	6.9969854	6.4075727	5.938202	6.0877423	6.463712
GAGE1 /// GAGE12B /// GAGE12C /// GAGE12D /// GAGE12E /// GAGE12F /// GAGE12G /// GAGE12H /// GAGE12I /// GAGE12J /// GAGE13 /// GAGE2A /// GAGE2C /// GAGE2D /// GAGE2E /// GAGE4 /// GAGE5 /// GAGE6 /// GAGE7 /// GAGE8	5.907148	6.4136696	5.50743	5.728454	5.67396	5.8819847	5.5908527	5.4408817	5.492628	5.6189404
GAGE1 /// GAGE12B /// GAGE12C /// GAGE12D /// GAGE12E /// GAGE12F /// GAGE12G /// GAGE12H /// GAGE12I /// GAGE12J /// GAGE13 /// GAGE2D /// GAGE4 /// GAGE5 /// GAGE6 /// GAGE7	5.9258156	6.5724373	5.3946238	5.6855555	5.552076	5.740695	5.59968	5.3746376	5.4659324	5.682391
GAGE12B /// GAGE12C /// GAGE12D /// GAGE12E /// GAGE12F /// GAGE12G /// GAGE12H /// GAGE12I /// GAGE2A /// GAGE2C /// GAGE4 /// GAGE5 /// GAGE6 /// GAGE7	4.9734287	5.017469	4.4824586	4.825219	4.680123	5.081667	4.7180624	4.5347595	4.637753	4.7770996
GAGE12B /// GAGE12F /// GAGE12G /// GAGE12I /// GAGE4 /// GAGE5 /// GAGE6 /// GAGE7	4.984516	5.9214163	4.4328175	4.7788715	4.710186	5.1495523	4.7049437	4.6347394	4.619282	4.7611656
GAGE3	5.912633	6.3176756	5.258207	5.6466455	5.5104966	6.319435	5.590334	5.4114237	5.3746376	5.647693
GAK	144.14188	167.27264	302.98032	332.8716	336.5485	267.2985	399.83716	470.12112	432.58237	362.96802
GAL	22.682608	21.793268	18.805319	21.045944	24.122034	24.05944	20.290321	17.458132	19.09371	20.532778
GAL3ST1	8.83554	9.329336	7.414129	7.907342	7.7231336	8.540477	7.7432284	6.971705	7.209225	7.8372083
GAL3ST4	12.921551	15.957473	12.475557	11.970856	16.004189	13.207059	12.203599	12.122331	11.924286	13.319068
GALC	130.47536	157.40967	330.40265	265.88504	280.77087	154.01048	344.74875	258.18924	391.74182	204.03706
GALE	4.38271	4.5560603	3.9064925	4.304113	4.0738406	4.3800673	4.3099084	4.3307567	4.5878816	4.279419
GALK1	19.919977	38.90772	16.95203	17.431423	17.256788	18.522997	17.321768	13.1471405	16.755743	17.091831
GALK2	22.829378	28.895073	21.713528	52.024117	24.656168	22.124407	23.154768	19.684752	22.676292	22.507524
GALNS	79.996376	98.393524	96.77707	94.28161	92.25202	79.996376	104.19181	99.28328	92.96537	94.0457
GALNT1	142.11092	128.67763	257.17874	203.17735	198.44408	125.60131	200.36856	177.64644	193.9381	168.65019
GALNT10	57.72508	95.86533	70.540665	50.96447	61.897434	221.97505	63.06428	84.15811	108.8874	64.30682
GALNT11	102.875565	54.119507	168.45473	116.51415	156.58289	97.901695	129.84119	159.25005	116.28737	151.88849
GALNT12	10.248441	10.814172	9.460551	10.4923935	9.576264	10.232283	9.854847	12.317954	9.460551	8.73972
GALNT14	25.455984	28.1683	23.64662	26.022057	35.09286	22.131586	22.79128	22.765913	23.189169	24.359371
GALNT2	82.89659	70.56354	146.28581	148.90526	137.56927	122.24339	168.2359	180.3122	200.43373	180.96613
GALNT3	188.42534	128.89883	321.77863	271.4197	195.5828	131.28917	292.6083	192.18237	247.36505	239.37039
GALNT4 /// POC1B-GALNT4	5.1178713	5.255523	4.52362	4.768683	4.643782	5.4059024	4.700144	4.3612065	4.5362315	4.715436
GALNT6	48.283756	23.42385	66.98238	45.96639	89.53408	215.77036	45.940792	49.322002	40.439148	99.269455
GALNT7	115.67923	81.07636	243.56079	214.07008	212.32904	67.7293	208.86003	169.903	179.94449	136.33334
GALNT8	5.079308	5.147879	4.334174	4.5227804	4.510416	4.68099	4.5227804	4.866816	4.3299527	4.70167
GALNT8 /// KCNA6	16.236061	16.068184	11.322527	16.850082	12.627566	14.152468	12.733477	12.111093	12.117837	12.49526
GALR1	10.824461	15.933796	7.9489098	9.856444	8.603917	10.618261	8.582187	8.2832775	7.870736	8.888378
GALR2	4.1089616	4.1872964	3.6259644	3.8435621	3.7842789	3.955191	3.7739327	3.628994	3.6988652	3.8204465
GALR3	11.530351	10.664676	11.143745	11.237208	13.422049	11.684385	11.26906	11.143745	11.237208	11.418017
GALT	82.54916	79.959274	123.6669	103.55554	99.721825	109.77009	95.20043	100.46964	103.91664	96.81298
GAMT	14.633262	15.740534	5.3921227	8.201814	12.5115	8.406796	7.9799542	6.640489	7.1602182	8.1517315
GAN	8.958146	9.600288	6.176229	6.9403987	6.7254553	8.025814	6.7366986	5.974408	6.1299767	6.862264
GANAB	126.09176	106.424835	289.42834	216.75868	120.76351	148.41896	249.92029	337.46802	214.15932	212.98999
GAP43	20.789705	18.210238	10.759113	17.321764	13.5239525	20.548027	16.513382	11.304679	12.209833	15.631358
GAPDH	4179.5996	5296.6914	7949.5244	6964.588	8507.142	6234.544	6825.518	8037.242	7820.3994	6637.498
GAPDHS	6.7932005	6.6303296	5.727657	5.998852	5.823867	6.5238233	5.825759	5.4593425	5.7698026	5.9200444
GAPVD1	165.03496	152.48871	353.0205	247.27295	234.70708	197.28264	320.79477	323.13986	362.86887	254.11235
GAR1	96.59754	99.63855	122.62684	118.42181	106.66702	98.35698	115.96399	126.78105	157.39134	122.68948
GAREM	8.260249	7.8827963	5.5898156	6.342348	6.0497265	6.4875994	6.1410794	5.645597	5.798521	6.1464963
GARS	72.53215	90.22013	289.35464	235.8864	193.04037	459.81537	224.01364	251.98735	304.3092	220.47649
GART	80.97483	76.45084	66.12232	87.97936	66.40822	48.942387	68.47979	90.53041	78.44881	72.4043
GAS1	12.504538	15.285638	7.4134393	9.058041	8.116254	10.396437	8.520289	7.07731	7.883894	11.0901
GAS2	9.760189	10.218996	6.5848	7.617429	7.0921025	9.209338	7.3072276	6.414712	6.6881104	7.4220448
GAS2L1	160.39577	65.30213	84.5419	92.2863	121.6468	315.6819	156.25896	153.32237	122.730736	123.34699
GAS6	58.437893	63.86894	60.33004	90.052765	60.798634	70.11314	61.05164	75.64629	55.021515	60.877686
GAS7	243.38004	357.9854	189.70152	212.89616	353.33173	231.48415	321.12228	188.35086	277.91916	239.39276
GAS8	132.5992	80.2715	49.65839	69.662415	79.63714	104.71524	57.36989	46.67348	57.144096	54.953262
GAST	18.947203	6.5883145	5.2758036	6.015018	6.188277	6.3553095	6.229763	7.6057744	5.719956	6.3700714
GATA1	57.89135	72.08083	113.34663	65.77345	91.58026	416.55307	36.743347	55.147408	74.82936	90.16362
GATA2	96.99504	101.15017	61.600815	100.85023	74.952705	80.09661	162.91597	172.18059	261.62	141.87698
GATA3	79.349434	176.45522	298.6229	272.91605	264.1205	164.62955	275.78674	491.2236	252.70137	320.4673
GATA4	18.050816	24.196022	9.3176565	10.179243	10.699373	14.441358	10.738914	9.251311	9.516907	11.075443
GATA6	10.680032	14.420271	7.839391	8.927855	8.6457405	11.231219	8.295587	6.810243	7.9758816	8.829802
GATAD1	45.28576	71.3521	101.65836	76.697784	52.376545	65.18556	63.94235	112.76694	71.33883	65.95989
GATAD2A	291.70697	262.2704	211.87624	203.04544	453.44812	355.18936	266.88638	250.82082	270.6337	262.97104
GATC	23.90143	35.993275	18.731289	23.330547	20.559475	28.588333	21.753862	21.827682	16.644922	23.10967
GATC /// SRSF9	1043.8342	845.73474	1194.6545	1114.1777	1135.1826	1016.1407	1227.6978	1575.2365	1632.8757	1342.3423
GATM	15.589346	16.744091	9.662857	11.844883	10.140588	15.952665	10.797125	9.439506	9.781954	11.190904
GBA /// GBAP1	119.731316	120.895226	148.02007	146.60179	110.324066	117.51044	158.41716	118.122734	121.654976	105.78234
GBA3	8.8421	9.740736	6.97818	7.722057	7.320123	8.0846815	11.858075	7.2767754	7.0694327	7.7367625
GBAP1	137.4097	116.09046	163.98537	174.01186	179.36923	129.3541	346.5127	180.36655	183.26439	168.01752
GBAP1 /// LOC100510710	7.091446	7.200198	5.12952	6.833033	6.0948067	7.56284	6.768658	6.485793	6.6837673	6.768658
GBAS	185.50601	121.19577	319.2208	264.55588	182.64464	217.54968	310.57126	255.55508	255.12845	219.00809
GBE1	80.93538	66.0717	167.06906	161.31381	104.18456	55.753345	139.24864	121.68317	123.2286	115.98284
GBF1	13.735178	14.077469	24.857193	21.300888	8.801374	15.17399	18.096949	13.691276	13.919314	12.0976095
GBP1	806.7887	327.28256	1841.7329	1170.5393	580.8942	607.80664	2317.0005	558.3774	2170.9197	940.6355
GBP2	1023.6646	782.31067	2008.6285	1466.806	1325.937	861.23883	2060.503	1443.5117	2173.1848	1374.2307
GBX1	13.951649	17.878687	11.378358	12.548715	12.242737	13.402763	11.697954	10.645396	10.468079	12.28599
GBX2	9.776959	11.0096035	6.83779	7.801653	7.0786247	7.8426647	7.29334	6.935891	6.9233513	7.4600244
GC	5.061899	5.2324085	4.4055467	4.6725287	4.496416	4.890133	4.595125	4.324532	4.4408474	4.649819
GCA	3062.156	3640.1753	3283.7917	4006.6875	3358.3706	2204.8784	4784.4824	2993.2532	3889.0889	3159.287
GCAT	31.948246	36.42127	21.57994	22.815878	22.882671	36.006218	16.53581	20.564003	19.088621	22.52842
GCC1	119.50373	99.8422	146.98657	131.417	153.03444	144.98154	134.689	152.75784	146.16365	171.06181
GCC2	200.257	234.62013	334.08698	275.51782	192.31602	178.67982	246.92902	219.70009	255.27057	209.17517
GCDH	42.118652	42.200832	51.850594	48.65258	42.901737	42.283157	43.386196	40.962246	41.654175	44.1334
GCFC2	21.44667	26.941088	10.141995	13.533368	14.605448	14.9399395	13.883831	11.20597	11.899413	14.454431
GCG	6.845093	7.013888	5.7186294	6.17623	5.9098907	6.919819	6.027032	5.6145105	5.6366987	6.106981
GCGR	19.381126	4.711717	3.499188	3.7714825	3.7913094	4.2473717	3.7695577	3.5411658	3.72591	3.8451679
GCH1	730.5082	327.6542	916.48627	905.3494	580.6915	324.34937	897.21576	553.7199	991.70764	539.71716
GCHFR	8.843742	9.026574	8.794229	8.619704	8.119647	8.757581	8.421242	8.084308	8.386927	7.920193
GCK	5.1881657	5.313884	4.6612678	4.83665	4.7274847	5.138572	4.760945	4.5966177	4.585753	4.833958
GCKR	4.6285086	4.6392593	4.1878805	4.360802	4.3297524	4.567491	4.3365884	4.2151737	4.2061863	4.362826
GCLC	288.67715	128.299	198.08539	74.32588	170.09618	908.8851	39.229465	48.83917	44.67216	94.336334
GCLM	48.029034	28.210157	66.571785	44.049503	62.52376	74.17948	30.092382	37.98547	40.332317	41.256004
GCM1	5.9663734	6.2881365	4.9336643	5.392374	5.2919855	5.6702757	5.1200085	4.9001265	4.9149284	5.2919855
GCM2	5.5371537	5.76151	4.645721	5.037413	4.810687	5.9441285	4.9246306	4.510416	4.705382	4.9896073
GCN1L1	85.59958	66.91247	142.4477	126.047935	108.897575	65.65764	175.50815	193.41685	167.5971	151.05211
GCNT1	13.698896	14.328222	11.357253	12.402834	12.560948	13.194809	11.888929	10.120374	11.005517	12.345417
GCNT1P1 /// GCNT1P1	7.3589487	7.7642756	6.3094735	6.713297	6.5687795	8.1443615	6.4156055	6.261933	5.9098907	6.6586957
GCNT2	6.008045	6.1891384	5.04057	5.4451756	5.287812	5.8195453	5.3338943	4.927716	4.95592	5.3998857
GCNT3	77.18688	67.48147	23.671862	28.891048	28.767979	50.163254	28.361084	23.938059	25.395813	28.767979
GCNT4	15.208887	15.732509	10.15943	11.799348	11.597426	12.20247	11.664348	10.718755	11.029548	11.767638
GCOM1 /// MYZAP /// POLR2M	35.43481	44.787346	39.34525	32.22852	29.994781	38.54115	31.425186	34.7187	29.976694	32.146378
GCOM1 /// POLR2M	118.79882	126.042046	235.60199	225.56238	159.32394	85.68101	154.66216	204.43022	188.86719	138.28918
GCSH /// LOC101060817	28.452026	29.738407	30.55668	27.097794	25.291147	21.702436	25.411125	30.254765	33.0202	26.1055
GDAP1	7.0233335	8.320259	5.3195586	5.9982953	5.544352	6.530487	5.686084	5.1937065	5.2081857	5.7840104
GDAP1L1	74.60747	73.518135	28.145435	34.337406	40.62344	46.83184	32.315372	24.329428	25.676628	34.051804
GDAP2	8.646141	7.6774	9.5700445	7.6934476	9.743901	8.123415	7.80129	7.422735	8.474554	7.6620965
GDE1	338.0325	444.87256	797.85486	787.66516	217.4891	915.65894	307.50278	413.2133	496.1024	321.86823
GDF10	9.311603	11.4865675	7.2869124	8.061084	7.742867	8.698452	7.8441215	7.172855	7.3371267	7.970331
GDF11	12.284847	12.725796	9.274951	10.548531	10.139645	12.440301	10.314272	9.337564	9.363597	11.640558
GDF15	12.30824	12.636945	10.221369	11.370434	11.124115	11.8949995	11.218456	10.827726	10.525552	11.292619
GDF2	60.424587	52.212753	16.999287	14.729998	22.150084	20.198263	18.425272	14.404883	17.113255	18.966557
GDF3	25.884775	22.906836	19.782726	20.81287	19.957903	21.130095	19.609083	24.998308	19.005318	20.375229
GDF5	35.203743	51.55073	16.43236	27.9392	29.267502	30.5142	25.038937	25.505636	25.705244	25.937675
GDF9	4.5326552	4.591289	4.0500927	4.3211217	4.217325	4.570247	4.217325	4.015847	4.0700626	4.2796183
GDI1	163.94737	203.67284	203.71072	202.51382	233.46352	216.43706	245.72331	208.5936	242.31526	246.12273
GDI2	668.1042	606.77747	2350.7896	1446.1277	1554.9762	836.2524	2000.5381	1789.794	2189.3804	1579.4816
GDNF	9.999943	11.403727	8.423981	9.2363	8.806481	10.098797	8.937802	8.054355	8.324507	9.01611
GDPD2	10.113334	11.127728	7.6415033	8.441	8.189265	9.440378	8.296356	7.5121264	7.699874	8.44237
GDPD3	29.164473	37.59967	29.188847	21.58395	28.022287	32.95133	41.494057	24.404627	26.411327	34.622185
GDPD5	111.60872	145.93996	89.82744	94.88727	102.92806	251.14694	98.0131	96.82198	83.714165	122.200966
GEM	7.9962626	8.978953	6.077298	7.109895	6.6257153	8.140017	6.743579	6.0818133	6.5020657	6.9823904
GEMIN2	25.024416	25.12564	19.581356	16.983131	11.956979	12.765717	17.120005	14.832875	15.532672	13.026607
GEMIN4	19.049467	19.187855	21.601978	21.73066	18.117525	18.389404	18.935787	30.864492	19.572725	17.545029
GEMIN6	7.9282827	8.010371	13.456972	7.517706	9.382733	7.1244254	7.1825128	6.791938	7.116496	7.4075947
GEMIN7	4.274061	4.389019	3.7279851	3.9896593	3.9003344	4.169073	3.8974397	3.7200365	3.9157474	3.9711897
GEMIN8	23.06041	23.6521	20.981585	24.254473	18.671417	22.406448	21.658184	20.834124	20.793562	21.73066
GFAP	4.9748116	5.468722	3.9228406	4.1667523	4.0651546	4.260992	4.090129	3.8698683	3.94328	4.1567106
GFER	85.163704	73.10651	54.908684	63.67733	61.688057	74.39318	61.636574	61.877308	56.52698	63.408997
GFI1	58.520657	44.693947	25.0308	37.897427	29.826853	33.238483	27.051949	26.406422	27.466171	28.74863
GFI1B	8.110983	6.5489964	4.234384	4.532234	4.7424245	8.777108	4.214782	4.619925	4.634095	4.7830873
GFM1	14.2004795	17.0127	9.833376	10.223266	9.992521	12.227406	11.271678	9.625715	10.181607	9.966587
GFOD1	45.269985	47.1436	91.340485	131.72235	117.43684	115.883286	136.92595	181.55888	186.75389	140.46866
GFOD2	14.087603	18.226297	8.872516	9.250453	13.949051	9.508962	9.186717	8.619702	8.68756	9.346236
GFPT1	6.818146	7.0645137	6.4249873	6.500556	6.6884203	6.6834574	6.4632616	5.6147704	5.8195453	6.481882
GFPT2	4.600032	4.4807944	4.0149155	4.209895	4.180308	4.4704113	4.180114	3.944744	4.050092	4.209895
GFRA1	10.359359	12.140911	6.6404905	8.117386	7.5260844	9.664426	7.556528	6.379537	7.2933416	7.819049
GFRA2	10.437523	16.843838	9.473288	10.140588	9.727637	10.258906	9.976769	9.581597	9.241871	9.950416
GFRA3	7.610364	8.048004	6.903143	7.2229533	7.161548	7.418602	7.080266	6.8323984	7.0181203	7.147605
