Gene	GSM737030	GSM737031	GSM737021	GSM737032	GSM737022	GSM737023	GSM737024	GSM737013	GSM737014	GSM737015	GSM737016	GSM737025	GSM737026	GSM737027	GSM737028	GSM737029	GSM737017	GSM737018	GSM737019	GSM737020
TARBP2	6.54838	5.99507	6.00963	6.14086	6.35672	6.14086	6.05207	5.84852	6.0954	6.09922	5.80056	6.2104	6.44139	6.23037	6.01184	6.03797	6.35111	6.1806	5.99137	6.15174
TARDBP	9.11099	9.60881	9.41115	9.43126	9.46457	9.17975	9.46457	9.19364	9.61259	9.42195	9.6388	9.32128	9.45257	9.71905	9.4385	9.60428	9.23527	9.21133	9.65276	9.62453
TARP	4.72271	4.50926	6.41746	4.98062	5.58523	4.85585	4.57882	5.65465	4.85585	5.09188	4.82295	4.68233	3.84922	4.02793	4.85585	4.66082	4.11477	4.99914	4.98231	4.8958
TARP///TRGC2	4.44345	4.46871	5.60696	4.39116	5.20151	4.79214	4.20461	5.08666	4.72685	4.80874	4.49233	4.79532	4.12017	3.77187	4.44615	3.82047	4.0105	4.56348	4.24601	4.59895
TARS	8.92577	8.58669	8.60596	8.49016	8.45857	8.74501	9.01863	8.65077	9.06756	9.30057	8.79738	8.88002	8.69026	8.46611	8.88972	8.78488	8.49505	8.71564	8.7528	9.06507
TARS2	7.069	7.13447	7.13909	6.86325	7.15584	6.78648	7.01707	7.08639	6.99346	6.90056	7.02282	6.83461	6.82991	7.18339	7.02282	6.85698	7.22278	7.04224	6.91772	6.90638
TARSL2	7.04095	7.17908	7.2909	6.93887	7.45004	7.25068	7.38467	7.54138	7.49811	7.56665	7.47499	7.04074	6.88316	7.56263	7.40913	6.92321	7.22414	7.42237	7.36627	7.10429
TAS1R1	4.9611	4.79103	4.97476	5.02219	4.98707	4.87708	4.95725	5.07624	4.71803	5.04963	4.83925	4.96063	4.95389	5.08849	5.21081	4.74685	5.03694	5.00136	5.38555	4.98462
TAS1R2	5.8321	5.54519	5.42258	5.4514	5.65037	5.71223	5.80194	5.51656	5.64139	6.00994	5.51079	5.49332	5.5996	5.61253	5.78833	5.32689	5.94533	5.64958	5.67682	5.82363
TAS1R3	6.46587	6.49925	6.33541	6.47922	6.47398	6.2823	6.50715	6.59979	6.34546	6.40835	6.3099	6.39072	6.46058	6.57324	6.49006	6.26042	6.65799	6.51647	6.49923	6.53127
TAS2R1	4.21461	4.19152	4.0139	4.04014	4.40078	4.36731	4.64485	4.40865	4.32021	4.56423	4.57237	4.36514	3.87654	4.73454	4.27767	4.43232	4.71926	4.06291	4.42396	4.28056
TAS2R10	5.08245	5.06865	5.82946	5.16724	5.22983	5.2873	5.13354	6.1644	5.41801	4.87761	5.30343	6.00618	5.25492	5.33973	5.2873	5.73284	4.79637	5.08371	5.15284	4.87972
TAS2R13	5.57817	5.80788	6.64778	5.53982	5.70714	5.60335	5.54375	6.40636	6.01	5.40197	5.58316	5.74477	5.40486	6.10626	5.83889	6.50981	5.48939	5.99058	5.79454	5.85549
TAS2R14	5.88465	6.05524	6.86183	5.85379	5.95623	6.32705	5.72384	6.49801	6.33693	5.76279	6.09544	6.32976	5.88246	6.44157	6.43013	6.77039	6.13907	6.37477	6.24362	6.23244
TAS2R16	2.93032	2.83957	2.65615	3.1618	2.6401	3.04003	2.98084	2.96458	2.83957	2.83957	2.77485	3.27838	2.83377	2.7743	2.80599	2.64128	2.99895	3.16255	2.77754	2.50714
TAS2R19	5.99884	6.11257	6.94786	5.69352	5.79579	5.75413	5.14283	6.50413	6.23309	5.49654	5.89664	6.04874	5.11103	5.90502	6.14275	6.60999	6.09849	5.75039	6.06918	6.11466
TAS2R20	5.0279	5.6698	6.44727	5.5907	5.50634	5.7277	5.39863	6.12009	5.89603	5.25241	5.79747	5.65646	5.49075	5.83938	6.02086	6.53517	5.58461	5.76578	5.89438	6.17984
TAS2R3	4.75467	6.15302	6.19833	5.90506	5.72674	5.61629	5.91974	5.65486	6.02294	6.10214	6.25801	5.79193	5.74423	5.92662	6.18445	6.18797	5.8715	5.54839	5.93783	5.90149
TAS2R31	6.31062	6.32883	7.20816	6.36863	6.50288	6.46473	6.54441	6.66933	6.65472	6.38439	6.4805	6.56881	5.9362	6.73096	6.98223	7.06533	6.6638	6.63762	6.69855	6.56897
TAS2R38	4.41754	4.21619	4.02657	4.26949	4.18386	4.25889	4.48026	4.42448	4.14735	4.49153	3.9957	4.09299	4.21619	3.77289	4.21619	4.00295	4.51445	4.38891	4.46749	4.12781
TAS2R39	3.34932	3.12983	3.08617	3.7529	3.32567	3.13684	3.32061	3.09848	3.08179	3.45609	3.29416	3.99409	3.34932	2.74404	3.51793	3.25428	3.10942	3.39052	3.34932	3.34932
TAS2R4	5.16734	6.30937	6.78587	6.03574	6.29601	5.87995	5.84815	5.7585	6.26662	5.92326	6.45883	5.49612	5.61715	5.90111	5.98846	6.56734	6.1358	5.67005	5.67757	6.28134
TAS2R40	3.68966	3.26547	3.56452	3.76081	3.53756	3.83132	3.68882	3.6667	3.8254	3.78294	3.55105	4.05247	3.68711	3.4598	3.50432	3.70691	3.88426	3.31762	3.35357	3.74909
TAS2R41	5.05932	4.97134	4.82088	5.10394	5.29563	4.9317	5.0485	5.36959	5.39523	5.41801	4.93617	4.64408	5.25913	5.0808	5.45203	5.3117	5.52184	5.12256	5.19768	5.16957
TAS2R42	4.11143	3.79575	4.03299	4.07356	4.26536	4.21281	3.95158	4.3195	4.10644	4.12613	4.03232	4.42473	4.16574	4.16626	4.27361	4.04906	4.32376	4.03815	4.04885	4.14728
TAS2R43	2.31583	3.51296	2.25215	4.20019	2.35328	2.23716	1.96675	3.7887	4.19145	2.20576	3.60797	2.33409	2.7185	3.75601	4.70602	3.58897	4.00621	3.5695	3.55377	4.41642
TAS2R45	5.26485	6.01974	6.53178	5.04667	5.75216	5.82519	5.61763	5.57995	5.69364	5.44187	5.84771	5.88339	5.77962	5.42725	5.58779	6.94874	5.20817	5.18673	6.22411	6.39225
TAS2R46	3.82053	3.65945	4.75443	3.7883	3.43267	3.92899	2.86985	3.69767	3.70806	2.87149	3.52768	4.57702	3.01132	3.43626	3.8793	5.16619	3.69148	3.81485	3.60419	3.97922
TAS2R5	5.93676	6.13876	6.52165	6.3065	6.32974	6.11344	6.10639	6.11694	5.98089	6.06401	6.34363	5.9928	6.31327	6.30698	6.0627	6.00318	6.15371	5.89644	5.88556	6.11344
TAS2R50	5.01356	5.46213	6.12974	5.25449	5.32932	5.41421	4.79555	5.33273	5.05911	4.2662	4.86373	5.19587	4.88866	5.41967	5.35947	6.00656	4.95115	5.56259	5.44033	4.88487
TAS2R60	4.76719	4.25442	4.77705	4.58594	4.95002	4.9714	4.53612	4.49076	4.07692	4.73371	4.53612	3.99987	4.708	4.40505	4.44852	4.51741	5.36674	4.42676	4.89129	4.50824
TAS2R7	3.00073	3.03193	2.9708	2.88829	3.04792	3.41101	3.04933	3.18218	3.15942	3.13539	2.90065	3.31926	2.99623	3.53103	2.99277	3.08247	3.27141	3.08247	2.85805	3.10362
TAS2R8	3.00577	2.96036	2.90983	2.96036	2.86573	2.83074	3.1954	3.2229	2.93394	2.90556	2.79518	3.30194	3.07621	3.32082	2.89669	3.4432	2.40466	2.91661	2.86881	2.97893
TAS2R9	3.3651	3.40965	3.72364	3.55664	3.63579	3.89169	3.88441	4.07788	3.34078	3.45844	3.46159	4.13669	3.37114	3.84922	3.35444	3.81797	3.30694	3.32259	3.6277	3.19828
TASP1	6.49994	6.81284	6.94476	6.71804	6.69165	6.84134	6.76194	6.46975	6.85877	6.87087	7.01704	6.87672	6.85221	6.61387	6.97482	6.88159	6.85153	6.62228	6.82109	6.88811
TAT	4.72507	4.01308	3.84098	4.03715	4.00459	4.09549	3.88252	4.06076	3.95247	3.95963	4.06076	4.08444	4.35191	4.21077	4.02262	3.63712	4.47971	4.23649	4.06076	4.06076
TATDN1	7.21268	7.27384	6.99464	7.22324	7.62755	7.25716	7.08319	7.24861	7.27384	7.83138	7.68645	7.52975	7.21625	7.42342	7.27384	7.30073	7.33881	7.51274	7.18857	7.198
TATDN2	7.41393	7.8059	7.64338	7.72947	8.04458	7.63493	7.6851	7.60873	7.70934	7.58734	7.85375	7.9842	7.71528	8.00274	7.86256	7.85421	7.61509	7.65182	7.44834	7.7967
TAX1BP1	8.02607	8.46246	8.44854	8.46346	8.317	8.22826	8.47719	8.56162	8.60199	8.51304	8.32497	8.66463	8.38132	8.0972	8.46368	8.46275	8.14487	8.29477	8.29228	8.41662
TAZ	7.28195	7.15583	6.92748	7.16338	7.32153	6.91662	7.32001	7.23966	7.23906	7.18133	7.22698	7.05842	7.10892	7.269	6.93558	7.07245	7.14882	7.15673	7.16393	6.92348
TBATA	4.31138	4.15127	4.08976	4.15127	4.61531	4.15127	4.13685	4.2581	4.10723	4.29334	4.09877	3.77545	3.96308	4.30637	4.26568	3.91412	4.10022	4.11525	4.33957	4.06416
TBC1D1	8.1547	7.93189	8.17195	7.79365	7.8801	7.93084	8.03171	8.19925	8.15814	8.41596	8.22644	7.97916	7.89818	8.34536	8.03379	8.19312	8.1003	8.12866	7.91561	8.40963
TBC1D10A	7.73762	7.44973	7.45711	7.54177	7.57837	7.47267	7.26944	7.14429	7.06344	7.19145	7.66091	7.40918	7.31475	7.44416	7.12475	7.45626	7.37094	7.40775	7.26944	7.13707
TBC1D10B	7.75771	7.15439	6.86565	7.21896	7.10185	7.18582	7.10713	7.25277	7.11749	7.2757	7.15739	6.9038	7.34158	6.82874	6.96489	7.19114	7.32755	6.98825	7.06901	7.03609
TBC1D10C	6.48053	6.17016	6.25211	6.57046	7.46929	6.36327	6.31773	6.07291	6.19034	6.44999	6.04421	6.36327	6.54564	6.69381	6.19034	5.87842	6.47849	6.4929	6.36327	6.31308
TBC1D12	7.18576	7.58937	7.87037	7.82225	7.57828	7.58851	7.60459	7.42345	7.75714	7.50376	7.60722	7.85466	7.63727	7.47106	7.86721	8.20219	7.49385	7.63854	7.86818	7.8261
TBC1D13	8.05748	7.87573	7.43174	7.81141	7.98618	7.5922	7.8192	7.61084	7.92983	7.13227	7.75392	7.81867	7.96081	7.85032	7.63819	7.83799	7.77325	7.76883	7.48053	7.67669
TBC1D14	8.13571	8.7692	8.601	8.41978	8.29801	8.25857	8.40613	8.30382	8.48393	7.85568	8.45921	8.35403	8.30382	8.2525	8.34711	8.60888	8.03389	8.1041	8.31186	8.15836
TBC1D15	8.30328	8.78373	8.94528	8.69287	8.30666	8.54934	8.86495	9.0325	9.17495	9.38307	8.92454	8.82843	8.47737	8.68381	8.78443	8.98841	8.51084	8.71492	8.90947	8.88301
TBC1D16	7.7846	6.92732	6.90404	7.27289	7.1513	7.42774	7.54715	7.2474	7.33548	7.10484	7.36696	7.84845	7.49114	7.5668	7.28889	7.33626	7.25078	7.50962	7.15739	7.28879
TBC1D17	8.13233	7.82173	7.83316	7.99531	7.92448	7.76685	8.02052	7.89506	8.10523	8.08515	8.07358	7.84943	7.89599	7.96598	7.70444	7.8638	8.20382	8.07454	7.87354	7.63812
TBC1D19	6.3571	7.23064	7.30984	7.04854	6.61639	7.0063	6.87838	6.64201	7.15799	6.48906	6.85331	6.92014	6.66429	6.7261	7.25499	7.51197	6.86994	6.84706	6.96959	7.189
TBC1D2	5.72267	5.76689	6.3145	6.29043	5.66457	6.00842	5.84869	5.68996	5.49679	5.87405	5.96476	6.13531	5.92779	5.92246	5.37737	6.05745	5.82166	5.6284	5.70152	5.73953
TBC1D20///TBC1D20	8.53439	8.04133	8.11338	7.92021	8.1617	7.98633	8.16279	8.36806	8.44223	8.52653	8.29789	7.84153	8.08029	8.09515	7.82975	8.16317	8.06299	8.19072	8.15541	8.06416
TBC1D21	5.03791	4.8792	4.97754	4.77548	4.7842	5.02689	5.09735	5.14715	4.91476	4.94959	4.8145	5.0418	4.9371	5.02575	4.97819	4.57659	4.95547	4.91407	5.19763	5.18686
TBC1D22A	7.86954	8.27571	8.37818	8.2696	8.37898	8.0909	8.16965	8.09414	8.3054	8.1353	8.27562	8.19919	8.04047	8.1418	7.89475	8.32697	8.01011	7.93511	8.21058	8.06311
TBC1D22A-AS1	4.82479	4.70674	4.86713	4.73823	4.95405	5.08092	4.97434	4.73502	4.72685	4.83719	4.70352	4.84978	4.96204	4.65156	4.68629	4.2653	5.16179	4.83719	4.83719	4.83897
TBC1D22B	6.47704	6.50461	6.66736	6.68676	6.3688	6.48906	6.50242	6.37254	6.6593	6.38939	6.52452	6.2214	6.62191	6.46029	6.22361	6.72298	6.39078	6.32329	6.52998	6.64038
TBC1D23	7.01034	7.66068	7.85297	7.5172	7.23344	7.52456	7.74203	7.74969	8.0301	7.84005	7.93544	7.93894	7.58049	7.46448	7.85347	8.03447	7.4829	7.63223	7.89927	7.87403
TBC1D24	7.57276	6.94862	6.61779	6.95026	7.18528	7.25275	7.32139	7.16074	7.27735	6.68903	7.443	7.15719	7.38607	7.48362	6.8949	7.03098	7.10735	6.99544	7.04578	7.26996
TBC1D25	7.03813	6.88136	6.64593	6.75051	7.19055	7.12842	6.96179	7.07572	6.96917	7.25971	7.13117	6.74072	6.99167	6.93948	6.64375	6.99167	7.21222	7.00612	6.97001	6.67973
TBC1D26	5.59898	5.35461	5.50279	5.65201	5.5108	5.27709	5.69602	5.55232	5.77205	5.9029	5.58326	5.37951	5.76735	5.79478	5.72052	5.30612	5.63819	5.82908	5.69009	5.63819
TBC1D26///TBC1D28	5.65866	5.21317	5.26023	5.17975	5.10975	5.3856	5.50599	5.60396	5.04796	5.49927	4.91932	5.31582	5.25832	5.28721	5.56319	5.05613	5.40342	5.3904	5.577	5.7655
TBC1D27	6.26271	5.84738	5.65806	6.16915	6.36697	6.13698	6.13112	5.9992	5.944	6.04541	5.78193	5.7718	6.12422	5.68782	6.01978	5.77557	6.21127	6.10609	6.00875	6.0526
TBC1D29	5.60216	5.21594	5.32732	5.58329	5.56774	5.78451	5.13753	5.61011	5.30761	5.56279	5.19913	5.51867	5.73966	5.419	5.47555	5.10496	5.75402	5.48019	5.25493	5.47555
TBC1D2B	8.19007	8.40329	8.49125	8.4071	8.10585	7.92723	8.22342	8.44092	8.20535	8.29363	8.47251	8.04886	7.89839	8.28807	8.25451	8.41326	7.97143	8.43106	8.36801	8.07627
TBC1D30	5.01952	4.72064	4.91062	4.87649	4.73028	4.74208	5.09074	4.95547	5.34926	5.1268	4.81053	5.26526	4.97553	5.1572	4.69833	5.03336	5.08686	4.88832	5.03614	4.9827
TBC1D31	5.61639	5.92739	6.37115	5.74191	6.46929	6.02702	6.31789	6.28914	6.13821	5.96108	6.18161	6.31837	5.81743	6.05182	6.00024	6.0384	5.78256	6.15211	5.87471	5.93237
TBC1D32	5.05735	5.48765	5.78279	5.32512	5.44291	5.42103	5.05735	5.14318	4.96328	5.28632	5.32937	5.10525	5.23761	5.057	5.562	5.42195	5.32937	5.11771	5.513	5.3505
TBC1D3I///TBC1D3E///LOC101060389///TBC1D3L///TBC1D3K///TBC1D3G///TBC1D3H///TBC1D3///TBC1D3P1-DHX40P1///TBC1D3P2///TBC1D3C///TBC1D3B///TBC1D3F	7.29045	7.68237	7.46148	7.61514	7.60341	7.22224	7.73378	7.41383	7.20669	7.25435	7.43472	7.24106	7.37124	7.68411	7.17726	7.33202	7.47473	7.33296	7.11662	7.02833
TBC1D3I///TBC1D3E///LOC101060389///TBC1D3L///TBC1D3K///TBC1D3G///TBC1D3H///TBC1D3///TBC1D3P2///TBC1D3C///TBC1D3B///TBC1D3F	7.35697	8.26707	8.01446	8.29856	8.10498	7.70803	8.17251	7.94674	7.71692	7.73326	8.00371	7.79344	7.86591	8.22806	7.57586	7.76604	8.03916	7.80874	7.63191	7.51622
TBC1D3P5	5.33755	5.23635	5.20397	5.39535	5.40195	5.27076	5.36977	5.30171	5.27824	5.37976	5.24553	5.41399	5.37841	5.33755	5.41522	4.75908	5.72155	5.31206	5.54422	5.21485
TBC1D4	8.39341	7.56996	8.18517	7.78257	8.18944	8.00722	8.24041	8.20707	8.58628	7.77086	8.3607	7.90884	7.76833	8.16568	8.0585	7.86111	7.88723	7.95272	8.21348	8.27654
TBC1D5	7.42399	7.90862	8.08295	7.65236	7.644	7.67303	7.67331	7.79347	7.99894	7.39333	7.84795	7.49167	7.43582	7.78075	7.85785	7.83601	7.37889	7.63675	7.90098	7.812
TBC1D7-LOC100130357///TBC1D7	5.86158	6.12748	6.21096	6.24409	6.25602	6.1958	6.23199	6.36109	6.42896	6.66681	6.23581	6.38101	6.26075	6.54988	6.36305	6.57363	6.37671	6.31045	6.29631	6.60132
TBC1D8	6.66545	6.97607	6.95707	6.9638	6.8048	6.87584	7.06068	7.03701	7.02604	7.14318	7.08295	6.86502	6.95313	6.98647	6.94633	7.308	6.8529	6.91874	7.08795	6.99823
TBC1D8B	5.90329	6.20256	6.26806	6.05879	5.58224	6.19555	6.42712	6.06217	6.65293	5.72901	6.2069	6.08275	6.08226	6.07289	6.38623	6.63264	5.88435	6.06869	6.15983	6.59973
TBC1D9	8.41653	8.08372	8.49345	8.39378	8.25832	8.07859	8.78609	8.93311	8.86456	8.90805	8.48358	8.86999	8.60913	8.32262	8.29395	8.91236	8.69086	8.61211	8.55029	8.1307
TBC1D9B	8.53627	7.94331	7.91177	8.08022	7.96871	8.09205	8.39482	8.25051	8.38774	7.87993	8.39904	8.46782	8.22786	7.97873	8.0252	8.51783	8.19144	8.32352	8.05283	8.33307
TBCA	8.76221	8.67587	8.75709	8.50449	8.52808	8.37737	8.40085	9.04092	8.56881	8.49387	8.52005	8.57835	7.96727	8.356	8.67199	8.25637	7.63869	8.45891	8.45376	8.41596
TBCB	8.49652	8.27676	8.17838	8.40868	8.11782	8.39053	8.24674	8.09095	8.18903	8.05959	8.24674	8.38171	8.52101	8.10079	8.06834	8.55824	8.393	8.27914	8.12204	8.15447
TBCC	5.88498	5.61773	5.71861	5.83808	5.95171	5.66519	5.91223	6.05503	5.62566	5.88798	5.70035	5.41101	5.7537	5.71861	5.56746	5.59306	5.62141	5.93211	5.69221	5.50563
TBCCD1	6.74248	7.0031	7.07598	7.04638	6.81456	6.85072	6.98735	7.01365	6.98911	7.00246	7.10743	7.11957	7.01675	7.36809	7.00138	7.33356	6.80252	7.14148	6.8959	7.171
TBCD	7.91734	7.96752	7.82983	7.95587	8.11433	7.94172	8.14021	8.00692	8.2182	8.28265	8.19323	7.96468	8.18136	8.34251	7.89419	8.29108	8.08772	8.0224	8.1283	8.05893
TBCE	6.32095	6.49864	6.52618	6.22816	6.29861	6.37546	6.35575	6.18671	6.60122	6.38808	6.55415	6.40275	6.2328	6.32468	6.46964	6.50459	6.03184	6.38518	6.41421	6.67917
TBCEL	7.8337	8.34529	8.61767	8.04826	7.88962	7.98456	8.17434	8.25875	8.4317	7.87953	8.3252	8.07239	8.05064	8.22941	8.50247	8.30627	7.80146	8.05399	8.34285	8.38321
TBCK	8.25618	8.55137	8.66128	8.13781	8.14361	8.12112	8.77798	8.70485	8.60723	8.332	8.38876	8.43955	7.95625	8.49105	8.41206	8.54579	8.05876	8.23558	8.4748	8.35474
TBK1	7.10674	7.54308	7.42925	7.27777	6.92639	7.49052	6.92755	7.20174	7.51758	7.12346	7.20365	7.56604	7.11493	7.0028	7.29036	7.63192	6.93879	7.25739	7.24828	7.61442
TBKBP1	6.19298	6.28549	6.30334	6.55591	6.37374	6.25279	6.31573	6.37374	6.3889	6.50439	6.33396	6.21642	6.4887	6.79238	6.29045	6.2353	6.59726	6.36772	6.3414	6.35935
TBL1X	6.74615	6.95721	6.67528	6.52216	6.76926	6.8691	6.95951	7.11621	7.23497	7.03486	7.41683	6.7217	6.60196	7.1033	6.62214	6.87036	6.86661	6.8691	6.67999	6.95133
TBL1XR1	8.58111	9.29242	9.51858	9.13351	8.89131	9.21175	9.3347	9.40625	9.6635	9.03315	9.37398	9.49243	9.22719	9.10113	9.53456	9.55288	8.88663	9.20371	9.51971	9.4372
TBL1Y	4.8239	4.43926	4.38795	4.62558	5.78601	4.61931	4.53786	4.67371	4.84025	4.63484	5.12775	5.6399	5.57403	5.90549	5.88362	5.67692	5.45428	5.54797	5.79514	5.36291
TBL2	7.01221	6.86361	6.96074	6.87259	6.6153	6.83196	6.91821	6.82302	6.95022	6.85064	7.05089	6.98728	6.96145	7.02756	6.8658	7.03444	6.81737	7.01683	6.69966	6.93027
TBL3	7.31221	6.92641	6.7672	6.84042	6.87027	6.60108	6.67434	6.69503	6.65068	6.97082	6.87981	6.7	7.01331	6.67236	6.84478	6.60055	6.81537	7.13488	6.75713	6.83355
TBP	7.99084	8.21809	8.42439	8.13795	7.97347	8.00002	8.36593	8.41966	8.45782	8.1353	8.4516	7.95743	7.93567	8.1419	8.19162	8.29624	7.95876	7.79402	8.20858	8.21821
TBPL1	6.40756	6.72958	6.77126	6.57944	6.63582	6.73708	5.98228	6.61176	6.55913	6.55069	6.65618	6.47576	6.61027	6.36241	6.50994	6.62005	6.58707	6.50408	6.50911	6.76266
TBPL2	2.96036	2.96036	2.98539	2.58431	2.87363	3.00852	3.12588	2.96129	2.90358	3.27944	2.91305	2.91998	3.00174	3.11238	3.15705	2.96036	3.00761	3.09686	3.10404	2.83556
TBR1	5.17698	4.93756	4.89499	5.00711	4.99065	5.32384	5.13211	4.91248	4.91287	4.90752	4.8248	5.15629	5.09181	5.22321	5.01157	4.83281	4.99374	4.67264	4.82855	5.05007
TBRG1	8.05513	8.16437	8.08361	8.00985	8.01625	7.9831	8.12386	7.96229	8.24373	8.0783	8.11211	8.16702	8.15338	7.9943	8.07678	8.24476	7.91228	8.0783	8.02846	8.16498
TBRG4	7.15713	6.89004	7.06798	6.90766	7.27353	6.75441	6.95349	6.83174	6.89816	7.00245	7.03605	6.68071	6.90305	6.67649	6.71438	6.88944	6.96447	6.91119	6.98673	6.96451
TBX1	6.41363	6.22058	6.20242	6.207	6.31649	6.16003	6.50224	6.38072	6.52819	6.62461	6.29624	6.21145	6.43672	6.6403	6.38072	6.45915	6.20553	6.54067	6.37732	6.51568
TBX10	5.80754	5.83851	5.74079	5.90248	5.9729	5.779	6.09196	5.75698	5.6411	6.35722	5.74343	5.95897	5.99667	6.26292	5.89999	5.8238	5.95318	5.93275	5.993	5.78573
TBX15	5.86431	4.76321	4.55897	4.16329	4.62895	7.18849	7.99354	7.93793	8.3874	8.97664	7.67277	7.14132	7.01028	7.73639	6.49502	7.62594	8.0084	7.52159	7.32037	7.46653
TBX18	8.10089	6.01783	5.91742	5.79732	6.22562	7.74023	7.32154	7.61897	7.53369	7.19847	8.04846	7.31457	7.60173	7.71187	7.90963	7.87185	7.68196	7.36125	7.9449	7.7611
TBX19	5.78552	5.7966	6.13616	6.09003	5.90723	5.47314	6.03199	5.68028	5.87662	5.87914	5.9629	5.95627	5.60873	5.87662	6.08125	5.97868	6.00735	5.75625	5.78743	5.87077
TBX2	6.94628	6.79824	6.81114	6.83043	6.90979	6.82639	6.93479	6.89302	6.90538	6.86632	6.9869	6.707	7.01274	6.98001	6.76047	7.00094	7.25449	7.04779	6.5666	6.9306
TBX20	5.40081	5.18612	4.90414	5.19992	5.3898	5.04925	5.09119	5.65762	5.11027	5.13203	5.1797	5.50529	5.35581	5.25374	5.36633	4.91106	5.66071	5.26746	5.05676	5.30488
TBX21	6.45659	5.93245	6.18974	6.36212	6.314	5.97985	6.67418	6.2386	6.27906	6.42022	6.00418	6.08865	6.32457	6.61333	6.23618	5.9677	6.41394	6.43455	6.20164	6.01272
TBX22	3.32021	3.25418	3.09708	3.03567	3.61734	3.61102	3.49348	3.39053	3.28165	3.38092	3.39053	3.28927	3.46344	3.47708	3.55068	3.39053	3.08655	3.54038	3.24021	3.38173
TBX3	7.63737	6.59621	7.22793	6.82802	6.91775	7.0142	7.67379	7.45862	7.26631	7.07383	7.29061	6.96336	6.95687	7.52361	6.86123	7.27888	7.79156	7.54423	6.88954	7.003
TBX4	5.89099	5.45164	5.25904	5.77498	5.76124	7.69467	6.13975	6.39034	5.7856	5.68601	6.03945	5.67263	6.73585	5.57225	6.23005	5.08185	6.64947	6.09376	5.80852	5.73254
TBX5	5.61878	5.02622	5.00426	5.31912	5.93264	6.17073	7.16913	5.12689	6.96332	5.78795	6.66755	6.33565	6.35979	6.07207	5.7978	6.88157	6.79792	6.75271	5.43025	5.89322
TBX6	5.8403	5.52955	5.69573	5.59031	5.46484	5.36219	6.03976	5.80853	5.90592	5.69609	5.69618	5.52604	5.5036	5.81892	5.48146	5.64062	5.54488	5.50729	5.65479	5.66309
TBXA2R	6.14671	6.11275	5.97264	6.02936	6.38393	6.0965	6.35798	6.18797	6.22151	6.3189	6.01299	5.97264	6.11275	6.59257	6.04958	6.22409	6.11275	5.89714	6.09929	5.90487
TBXAS1	6.56314	7.1532	7.65786	7.41431	6.43252	6.58392	6.51686	6.30944	6.71728	6.1673	6.40089	7.18862	6.89593	6.41303	6.32026	7.14149	6.55523	6.61865	6.54946	6.31219
TC2N	8.23234	8.45696	9.25131	8.464	8.5217	7.90374	8.18366	8.75718	9.12151	8.86853	8.72363	8.07346	7.1883	8.57471	8.98796	8.01317	8.3592	8.71245	7.80687	9.26806
TCAF1	8.78463	8.51021	8.78055	8.55107	8.85306	8.87837	8.89045	8.83124	9.00716	9.11774	9.23657	8.67704	8.72079	8.78684	8.88788	8.85045	8.89306	8.95838	8.87988	8.40517
TCAF2P1///TCAF2	6.39459	6.1965	6.0424	6.04456	6.35099	6.4308	6.50042	6.44546	6.47822	6.15559	6.54402	6.07818	6.3616	6.02187	6.29317	6.36146	6.29317	6.34498	6.10438	6.23316
TCAIM	6.67395	7.13652	7.23858	6.93758	7.16691	6.77761	7.14498	7.4897	7.20319	6.97875	7.16254	6.983	6.73919	6.89307	7.00144	6.95617	6.8894	6.75976	7.10241	6.8271
TCAP	6.14366	6.20745	5.97475	6.24157	6.27116	6.22225	6.4492	6.27116	6.06809	6.51332	6.17161	6.17303	6.20415	6.56133	6.48554	6.20594	6.08788	6.46108	6.32865	6.25049
TCEA1	8.96922	9.19786	9.34869	9.1726	9.13212	9.42737	9.22133	9.16356	9.37156	9.27836	9.38018	9.49434	9.07886	9.17441	9.38658	9.28411	9.12338	9.18311	9.3548	9.26943
TCEA2	7.03918	6.7622	6.77964	6.94875	6.96188	7.07683	6.68493	6.74781	6.78423	6.85209	6.83434	6.77718	7.11537	6.75652	6.73746	6.70054	7.38848	7.07171	6.72979	6.38365
TCEA3	7.58801	7.88837	7.87131	7.61441	7.98593	8.34075	7.55269	7.76055	7.71378	7.36702	8.12488	7.05243	7.49785	8.46732	8.18133	7.78553	7.61342	7.50661	8.05533	7.81044
TCEAL1	6.65137	6.6484	6.74498	6.98968	6.90197	7.20629	6.86138	6.89789	6.84016	6.88335	6.63114	6.8216	6.83374	6.61058	6.9061	7.05686	6.93421	6.98276	6.84016	6.69702
TCEAL2	5.75633	6.79218	6.83282	7.25565	6.41399	7.75411	5.47188	5.8593	6.04618	5.61494	5.68882	5.66375	6.5653	5.61248	6.73193	5.25624	5.89387	5.497	6.03441	5.82155
TCEAL3	7.27323	6.89273	6.94811	7.41357	6.98243	7.12442	6.88358	7.21806	6.89992	7.16453	6.93131	6.97193	7.14794	6.86352	7.24998	6.78685	6.98804	7.10717	7.13492	6.79642
TCEAL4	7.11004	7.29886	7.15739	7.41068	6.95135	7.55838	6.97691	7.1073	7.17043	6.95272	6.97009	7.20808	7.18121	7.13323	7.07959	7.08474	6.96492	7.35808	7.18246	7.08202
TCEAL5	4.50354	4.22081	4.38614	4.50354	4.42076	5.02711	4.50354	4.21623	4.23152	4.60781	4.16494	4.68239	4.81313	4.37836	4.6197	4.23952	4.50354	4.61421	4.69069	4.50354
