Gene	X237L.Vneut	X237L.Bldneut	X244L.Vneut	X244L.Bldneut	X253L.Vneut	X253L.Bldneut	X270L.Vneut	X270L.Bldneut	X131_V.Neut	X131_Bld.Neut	X132_V.Neut	X132_Bld.Neut	X135_V.Neut	X135_Bld.Neut	X136_V.Neut	X136.Bld.Neut	X138L_V.Neut	X138L_Bld.Neut	X139L_V.Neut	X139L_Bld.Neut	X141_V.Neut	X141_Bld.Neut	X143_V.Neut	X143_Bld.Neut	X146_V.Neut	X146_Bld.Neut	X149_V.Neut	X149_Bld.Neut	X154_V.Neut	X154_Bld.Neut	GSM1571528	GSM1571529	GSM1571530	GSM1571531	GSM1571532	GSM1571533	GSM1571534	GSM1571535	GSM1571536	GSM1571537	GSM1571538	GSM1571539	GSM1571540	GSM1571541	GSM1571542	GSM214983	GSM214985	GSM214987	GSM214989	GSM214991	GSM214993	GSM214995	GSM214997	GSM214999	GSM215001	GSM215003	GSM215005	GSM78545	GSM78554	GSM78546	GSM78563	GSM43011	GSM78529	GSM78537	GSM78557	GSM78565	GSM43004	GSM78528	GSM78552	GSM43001	GSM43012	GSM78530	GSM78549	GSM484551	GSM484555	GSM484559	GSM484563	GSM484571	GSM484579	GSM484583
DNAJC1	124	146	220	196	53	269	0	128	343	193	46	412	104	496	57	74	68	225	0	311	328	155	83	339	170	161	164	166	62	372	63.4726207574052	97.7394225517772	393.571283330928	104.620841715893	306.446130765605	77.8396562018529	92.2472871336902	302.334687144007	77.8396562018529	50.3582784234576	150.308533728953	192.667618349799	229.546864271241	207.961838586313	128.864490262507	671.141	737.626	591.727	513.004	382.663	344.66	328.937	414.206	706.271	1091.37	1045.97	989.158	32.76	33.59	32.22	30.17	33.47	34.71	34.56	29.7	33.86	34.83	48.21	30.8	29.06	61.1	62.25	34.26	10	23.31762	17.99189	30.68903	20.67691	14.04898	10
DNAJC13	5	333	183	432	23	479	1	143	63	226	222	616	158	487	31	115	433	484	519	352	0	366	69	502	0	427	231	234	62	552	283.303462884994	227.946020419271	361.589338214622	310.676921878762	257.391537983163	302.280025209852	228.730597014679	227.946020419271	185.993742698223	171.21399583583	354.214969015269	344.216576750024	341.243894147651	277.047330741822	428.800503323997	316.935	404.151	332.673	311.138	350.211	266.672	328.792	282.924	322.301	499.044	417.88	367.678	58.91	66.88	52.33	70.41	68.57	93.83	57.44	67.47	72.05	72.88	117.07	73.45	100.32	59.53	51.72	69.77	85.62157	108.2052	112.5526	114.9441	152.4156	161.0836	92.66463
DNAJC16	367	104	14	125	0	124	1	36	26	43	1	110	122	153	6	47	65	94	0	79	0	77	1	152	0	65	10	114	0	168	6.89576122482234	6.83438985993823	8.27253581193274	17.4938552798347	6.83438985993823	7.65773006987632	6.58900338076734	19.6120163858967	6.83438985993823	6.83438985993823	11.0607308172105	18.0629265917391	7.81406934717416	9.31042379915269	7.35290108916827	80.4189	69.1561	45.9596	44.8712	5.85188	16.3213	37.9998	44.9215	49.1122	74.5178	62.4775	55.0902	8.11	8.69	8	9.03	8.13	7.43	9.67	8.72	10.15	9.61	8.29	7.73	9.33	8.43	8.05	8.81	10	10	10	10	10	10	10
DNAJC3	190	1611	1231	1417	156	2101	3	1697	153	598	106	1046	288	656	112	303	206	1097	0	450	233	703	284	777	62	668	320	429	48	560	2388.48110744783	1549.96541598021	1942.35127367178	1838.38525947492	2074.17960725804	2962.39230130765	2466.50548456476	2721.32500292591	2883.99870214421	2915.20572067399	2501.27334173365	3062.50496986553	3034.48511821126	2868.60883593348	2889.969035998	1139.43	1112.52	2304.72	1198.59	1703.79	2080.51	1950.32	1451.2	1482.02	742.513	1163.35	1371.85	65.6	74.63	64.3	65.13	67.07	154.18	36.25	59.56	61.64	65.93	181.83	63.8	51.16	54.97	60.56	44.42	254.4119	157.4679	220.7908	232.7984	261.4527	176.6803	150.824
DNAJC4	176	221	192	359	76	236	9	260	49	80	29	174	82	120	40	80	42	171	1	149	0	83	3	173	24	99	49	98	45	200	56.073412053292	63.2904070368598	117.88583310002	85.1940961651074	31.0520859964561	62.3126191057166	38.2986077918223	55.2798850250823	48.6972453235915	21.1744006947003	40.5779387269154	113.121666667205	27.9758417846261	28.4263608197494	118.463017340834	138.599	124.157	148.744	180.057	196.649	209.185	174.224	151.147	153.323	142.061	140.101	146.527	145.03	165.86	182.35	196.3	140.17	130.65	204.19	173.48	370.68	240.86	141.13	162.4	79.54	132.76	204.47	193.78	10.84355	10	19.62071	10	15.09268	10	10
DNAJC7	249	475	250	382	36	571	0	196	78	245	93	596	430	525	250	748	286	429	1	260	0	474	237	936	0	428	168	268	23	638	89.7822944684507	89.0623332001902	180.904341725472	149.630011045859	77.7032882595515	66.5561842864139	89.0623332001902	110.314624221331	102.00861613268	101.96855795789	79.3370177499231	77.7375138511283	62.8056493133098	53.7067050283111	116.954198805969	215.744	289.136	201.096	240.037	147.944	140.686	209.623	258.729	206.069	309.141	386.483	281.886	36.02	29.69	23.81	19.12	36.65	35.45	20.51	25.5	25.89	28.35	88.98	30.41	109.74	48.49	43.35	35.56	88.63267	91.51683	90.7321	112.6986	98.20611	124.7885	93.94276
DNAJC8	576	1545	623	1108	141	1573	35	884	291	476	122	786	603	908	235	205	332	902	28	720	298	607	511	757	134	875	273	556	209	1063	84.0528988820123	52.1642386990451	123.94042935532	100.753380502281	65.4066170309703	62.831054496835	104.763851335539	159.245322752363	72.6387307569748	79.9968190229961	86.1455499217228	76.0023725788318	70.6836214189574	60.7642596506371	106.693928677283	476.102	506.691	372.363	320.599	265.045	296.19	390.009	408.11	392.712	501.006	564.178	513.029	98.24	65.01	78.27	48.6	120.96	98.51	40.62	70.27	73.52	86.26	76.16	73.4	422.11	144.38	82.23	140.72	950.1047	1080.155	696.3317	950.1868	915.9039	1010	1343.687
DNAJC9	17	298	16	305	3	93	4	404	44	142	7	113	49	143	41	187	4	325	0	344	0	54	55	74	98	155	22	184	11	122	15.5865045660968	14.6954329345988	17.6804202527389	18.3113862966865	18.0230821595612	14.6954329345988	31.8666905358953	14.995248234817	13.298862712519	10.9221372109955	14.2387343808	16.1827280205017	25.3874383144358	15.4201399093685	12.148256347644	245.203	270.28	91.7247	61.6084	48.0022	33.3838	57.3033	103.901	100.964	271.764	186.785	126.933	7.4	7.89	7.79	8.14	7.85	7.69	8.47	7.76	8.26	8.48	7.83	7.15	9.45	9.65	7.3	8.12	51.41836	36.21597	73.04964	39.5972	67.76016	78.68554	74.38219
DNASE1	1	308	34	387	0	168	8	361	95	204	51	216	117	106	51	66	0	468	189	319	259	115	113	121	79	175	66	244	33	151	125.704434267629	85.8592172999328	48.6091609279705	56.4086673623438	47.5600846579268	43.8950928524448	74.2012200822768	56.4086673623438	65.972948501013	74.4453804966996	81.7525600133807	56.4086673623438	56.0175837983505	57.2183988901472	61.4282282623919	69.9569	63.1384	61.9108	43.3968	42.4269	50.0933	48.3101	50.1154	50.3832	49.6303	48.678	48.5402	3.38	3.45	3.37	3.45	3.36	3.35	3.5	3.41	3.45	3.46	3.37	3.34	3.28	3.36	3.39	3.46	10	12.40131	17.69428	10	10	13.16424	11.86021
DNASE1L1	1	303	230	258	103	314	0	443	114	147	88	287	85	210	158	211	98	316	58	243	1	237	66	415	0	241	69	179	50	286	957.991132692848	601.503301171782	1933.32031555311	1797.13193288539	669.353428443762	1269.847804322	1202.62069101362	1159.20934898162	691.311172757705	1086.70124121896	907.018189578546	788.255085285399	872.776456696337	710.08883416452	428.285649007991	161.194	171.578	151.741	175.895	152.65	227.02	176.476	219.255	181.858	137.761	180.394	154.715	20.27	15.3	15.51	15.28	28.45	48.87	17.15	14.35	12.72	15.87	72.93	30.74	120.67	28.54	29.97	18.98	130.1792	154.736	103.4282	127.406	213.9969	180.9845	121.7038
DND1	20	595	31	380	2	96	29	3411	10	456	23	228	14	266	87	1093	178	897	284	1089	1	177	28	28	263	497	163	791	8	11	54.1225507950153	58.2527822572565	54.1225507950153	54.1225507950153	50.7693262727857	54.1225507950153	27.5879021734958	53.5720216861868	54.1225507950153	54.1225507950153	54.1225507950153	54.1225507950153	54.1314024826291	54.2988632377739	54.1225507950153	74.0164	89.1898	77.2999	59.3915	59.4091	129.931	75.8022	73.6401	77.8928	57.325	75.8532	68.7086	22.2	22.5	38.47	20.7	21.91	11.74	31.74	25.71	28.38	29.86	20.2	33.91	9.56	9.58	36.12	29.42	10	10	14.9358	10	10	10	16.82306
DNM2	314	1359	4057	1140	545	1806	7	1698	274	331	698	923	796	667	781	525	760	756	925	456	311	886	3	1333	400	583	895	241	338	1034	234.709444894767	198.255280886944	228.574645633971	278.188824815705	149.558631488325	172.138242483587	154.777858116298	284.739839442892	249.331689574286	166.178053356411	153.051361448182	113.836561739765	104.18668755984	156.082383382779	168.438200321867	387.951	293.507	415.719	387.235	574.484	591.316	364.857	396.7	462.843	157.138	310.332	334.697	200.01	192.91	137.25	96.23	287.47	106.6	81.77	124.91	66.39	80.72	104.95	112.52	240.18	221.21	542.04	258.34	329.0434	222.6086	312.7653	266.7853	280.7556	255.7376	264.6289
DNMT3A	37	131	99	121	78	181	1	117	12	67	31	94	21	63	27	36	18	104	125	55	0	112	53	132	8	55	32	35	12	79	159.821282344259	171.105614069733	87.6066775557935	137.366322780602	108.45075557068	181.394148218512	91.8283497505749	109.168981944793	176.782518534921	101.915050658177	138.447860115582	170.553768217035	133.597086085405	165.514674781135	65.6790354950798	119.044	142.516	157.622	183.282	215.759	159.656	168.056	179.124	169.032	132.302	139.034	146.438	4.49	4.57	4.46	4.61	4.46	4.36	4.64	4.56	4.57	4.56	4.52	4.29	4.36	4.44	4.44	4.64	12.39653	10	14.938	20.7636	12.8016	17.61828	24.56322
DNTTIP2	340	477	2472	410	218	746	22	199	914	250	1462	582	429	523	1403	249	329	507	10	319	1013	341	1311	698	1425	372	505	215	926	578	178.663970672836	354.475604157628	265.443291182086	217.434681532085	483.868529809563	180.94843050315	202.036857357345	335.005320691567	295.78733575331	158.536710399458	274.945286143258	353.685455372124	229.056949323941	155.992654094816	152.000681096662	826.263	976.406	566.656	512.658	552.709	533.574	697.53	762.537	727.996	1029.06	714.395	896.241	649.41	300.74	442.16	554.8	359.06	227.58	71.97	101.23	109.88	91.01	224.46	151.77	327.12	357.65	312.06	193.41	10	10	10	10	10	10	10
DOCK2	1253	1826	2839	2002	378	2873	10	1326	533	485	1107	1336	1415	1071	1039	916	756	1020	613	706	238	1052	237	1977	1049	898	865	593	656	2686	237.701407054755	268.729492392067	270.043153805397	279.725573132565	299.403829923144	300.610472143739	195.40647065254	190.075385520937	289.34055490438	320.483049763503	366.662782530741	296.849114637276	173.006645950625	221.809101555201	604.907250959881	1897.74	2178.67	1975.15	2041	1503.86	2131.79	2104.09	2457.17	2032.49	1705.97	2233.57	1906.8	1054.73	929.31	738.43	841.01	1173.8	1001.04	641.23	657.98	425.62	703.94	1020.58	965.02	696.81	205.98	437.35	432.39	3393.944	2358.79	2508.326	1854.979	2720.594	2582.079	2859.212
DOCK4	56	83	86	147	15	175	1	182	232	77	27	114	68	72	184	90	177	270	0	40	0	175	1	575	0	153	153	27	73	213	40.0913595537355	210.615886065854	25.3886795478895	31.9660601432265	96.4035358566983	61.5227531331916	57.4974951892205	49.4574525732072	98.2367542073367	45.9821680395164	153.138788722688	216.926717589275	103.974157450669	82.6067078864924	54.8115429825106	142.919	485.249	186.036	249.039	643.553	188.291	411.975	132.353	139.12	91.8365	84.2725	179.61	41.72	23.47	27.97	44.18	60.25	77.22	31.74	18.25	47.16	113.44	103.98	87.75	466.14	1425.7	765.8	299.98	10	10	10	10	10	10	10
DOCK5	1025	1598	2288	2433	1584	2934	10	1866	2163	518	1782	1221	1145	799	4275	1713	2732	1178	321	680	1940	1166	827	2340	2779	1076	1400	390	1496	1982	2554.33471497823	2592.45699187816	1067.09283651974	1681.31546812851	2643.8775219928	2055.82181304088	1758.3925699526	1736.25079565629	2911.27766769922	2810.91374718532	2897.0392590574	2245.56063002565	2227.32796590066	2414.18152051226	1941.28181055786	2078.88	3526.43	4988.85	2794.9	4652.76	4099.46	5496.27	5014.63	2444.78	1479.42	2468.22	2240.19	7.63	8.22	7.58	8.63	7.72	7.33	9.18	8.19	8.93	9.23	10.48	7.3	6.32	7.88	7.6	8.19	277.9251	373.1095	221.7595	182.192	253.7059	232.5579	285.8755
DOK1	41	240	112	198	11	328	3	298	0	338	144	1078	243	833	127	1019	31	1077	0	802	6	1094	0	1481	146	791	249	227	128	749	503.105834717296	550.019067439362	747.987293403161	684.570628677691	868.165207966232	589.21831461758	724.461161261064	694.770586588012	599.351572153628	791.833927916051	793.904317543551	637.205586911028	626.756806323837	573.382114861873	829.755043363072	237.94	249.014	342.537	536.115	475.93	399.039	533.889	539.946	344.995	221.593	267.151	258.169	114.26	124.11	120.11	133.53	253.92	191.96	249.61	167.08	185.65	189.53	238	203.53	181.84	190.46	239.76	166.8	10.87369	12.65339	10	10	10	10	10
DOK3	197	735	1435	1014	944	1009	0	1735	133	180	280	518	371	306	158	138	286	500	133	165	57	461	176	595	120	356	163	73	125	408	2513.17813802161	2434.13550869105	2012.08307903083	2119.83607284661	1369.15298250324	2490.82766028327	1870.96644585442	1945.92618509022	3735.25445223795	2892.07070857078	2030.1293126608	2563.2172915084	2467.61050870749	2263.99897552081	2800.99722738722	3287.01	3474.63	4933.83	4596.22	6930.85	6257.64	4594.98	4033.99	4817.53	1413.92	2687.62	4236.11	3.97	4.16	3.83	3.95	3.97	3.96	4.01	4.03	4.02	4.01	9.05	3.93	4.97	4	3.99	4.04	97.72611	65.93758	62.15074	45.41947	86.34827	63.34794	59.20067
DOK4	72	8	35	15	42	96	1	89	33	53	31	83	62	66	8	126	113	102	0	31	0	132	0	217	485	99	28	12	0	167	70.8264690246121	88.7427339689876	89.0078802740362	120.150821722494	88.7427339689876	144.660221944392	78.3584629820647	269.443100392293	44.986630782256	36.7559508884767	148.620901059746	228.087653859457	44.5455083520462	61.1843661089422	296.70247579023	14.6125	16.1966	26.6065	26.1391	47.758	59.4785	23.8865	23.453	46.6074	16.7631	21.0803	43.2361	10.89	12	11.37	14.12	11.46	10.56	13.81	11.59	11.86	14.98	11.39	11.19	5.43	8.85	11.43	11.39	37.22332	49.031	55.30667	19.83125	51.88454	44.27809	10
DPEP2	1173	8504	2385	3699	688	5567	23	4385	2376	1283	1101	2068	1891	1691	1572	2773	2348	1836	2905	1406	1221	1679	1417	2925	1172	2144	2545	1243	441	3005	5755.7155105948	5330.85475694939	2480.03887513152	2844.6391517374	2867.37607405145	2453.25655562826	3653.92384418275	3177.35237175631	4772.89224342436	4756.48093432695	4086.97368812038	2139.97620552813	3105.12052008191	4211.77768021223	3583.07053785432	2712.65	2233.85	3846.32	3770.64	3682.74	5553.33	5198.33	5431.85	3424.79	1290.18	2544.44	2532.85	1168.17	1280.87	798.55	609.33	2965.27	2112.5	979.94	1352.96	348.32	1494.46	1071.7	877.07	127.41	40.09	78.93	35.61	2553.952	2115.193	1838.069	1655.013	3289.956	2044.428	3622.056
DPEP3	0	150	161	186	148	204	0	79	162	165	129	219	105	138	456	402	63	264	0	182	2	371	0	339	652	135	268	109	68	191	107.570769839578	232.97344525967	42.8317435191659	80.5584310676136	124.916186617198	236.502207918522	177.192487198868	45.1529789509253	496.533893316459	240.54527403304	183.369942314714	140.239530492643	88.4893120831136	178.926311105363	202.778126605345	110.04	154.174	144.156	221.185	326.211	295.826	364.192	505.377	197.677	51.6046	162.601	107.65	27.73	33.58	23.04	11.85	72.27	88.17	13.7	16.1	10.33	29.52	25.36	29.49	4.99	9.97	10.04	6.81	454.0519	277.1048	239.9037	149.4463	308.2556	351.7695	570.8328
DPF2	265	1247	262	796	147	1653	1	1163	366	614	168	1373	834	972	148	1208	276	1322	480	738	0	1346	2	2061	181	1336	582	499	111	1389	147.486696288474	160.074645082699	122.719492963493	161.711428320636	126.961308590659	131.491088469553	143.401371111424	201.157041061342	170.049986230408	152.873042255581	166.53074167182	114.649733325621	189.691694019845	282.259449652832	145.646295105747	770.264	778.693	914.843	1848.57	1450.57	1406.71	1266.46	1344.59	1054.73	659.524	845.693	840.87	129.59	89.3	93.16	87.41	442.71	353.9	147.97	180.22	120.03	219.82	272.62	200.42	107.85	121.29	129.53	120.02	479.2924	673.0744	539.8742	503.8744	462.0349	398.4082	919.0394
DPM1	313	1186	657	893	260	1116	2	907	140	400	180	602	342	501	193	362	205	874	300	531	388	587	2	828	0	753	299	333	127	688	324.170746449043	248.790399227504	255.423802265921	257.18588768703	192.606646692366	117.308947260058	162.650184989747	324.125763000714	294.527721831391	232.522093863954	276.112545357405	517.409603313811	396.039631192804	279.313075704412	319.690330026057	798.331	1106.77	871.108	842.991	1175.9	756.292	965.358	1023.6	701.79	1042.69	1093.7	948.934	559.87	574.59	444.98	266.11	549.13	585.56	340.81	415.37	368.04	443.21	471.46	503.04	535.66	454.91	423.22	433.06	859.7717	951.1259	740.1716	985.5097	1005.503	786.7811	785.6945
DPM3	4	226	5	166	1	24	4	449	0	365	18	195	23	238	98	801	321	781	302	771	0	35	0	66	370	371	37	367	31	43	49.2296140816147	28.9155924176958	61.1086952149053	40.8716254541005	28.3485452146547	27.1300157867375	33.7473986709105	52.5245286412946	33.2602271638168	24.8635686480404	29.8774690279543	14.8257741591705	15.3829392793286	19.4583014760657	52.959928489578	97.3093	134.455	67.8096	97.8386	68.9894	87.3924	108.743	96.9032	86.0251	85.2803	145.063	95.4312	20.04	16.18	15	13.19	64.46	40.85	15	10.06	13.11	14.03	16.76	30.4	47.35	64.56	32.65	52.27	116.3371	206.9268	117.6574	121.1595	244.4535	180.1742	173.6788
DPP8	132	161	115	116	14	198	1	64	0	12	2	30	9	28	2	0	15	35	0	20	0	26	3	9	0	28	11	31	1	15	805.303678953542	734.382308006578	800.046492243517	1047.84903825314	672.836093443846	765.656186798805	612.441418828429	527.171869024803	815.38376184968	882.720094618241	995.83811957752	1144.16232512896	1006.41424126992	927.69780453342	640.459728989051	1145.02	1118.64	1087.4	827.416	808.208	1099.59	1101.57	1081.88	1364.96	1218.92	1270.31	869.822	362.59	284	230.39	230.77	279.12	325.21	339.39	286.25	128.31	433.02	308.24	501.98	158.65	123.77	428.87	308.1	116.6052	177.6669	107.3328	89.52376	162.3049	115.8697	183.5114
DPY30	76	549	321	287	53	560	5	320	48	194	24	251	70	236	2	103	82	237	0	252	0	173	76	189	1	170	56	129	16	141	133.798424976132	78.8277353124452	152.684341361494	143.333009760263	90.5469714723868	117.249875368961	103.620508552219	119.938447469572	116.392933812133	114.006564423948	87.785652566267	111.059620806694	114.006564423948	141.019483162257	184.840736008277	739.867	794.243	848.163	730.188	639.411	767.851	825.867	985.655	779.657	865.968	770.439	698.779	145.32	122.65	92.46	89.9	216.32	202.97	65.56	120.19	119.38	102.8	170.63	167.92	243.99	61.51	59.87	55.22	505.4358	728.4481	489.0504	410.1998	786.6141	641.8587	731.5895
DPYD	293	185	377	290	100	443	6	225	148	124	235	489	125	254	196	277	151	305	145	191	117	302	2	579	58	175	182	94	113	384	75.521649058275	125.372535914059	259.32966556676	258.095084518076	104.75075542952	213.118079706717	145.674230330118	67.4072480381919	134.47934838968	142.788671715165	161.310754257815	265.909626209337	163.366257790357	129.356556378898	114.906822089225	481.87	494.485	584.177	526.56	499.005	466.255	404.263	587.866	380.26	655.28	979.627	682.928	204.05	278.14	131.19	141.6	182.07	335.93	100.86	222.44	112.01	240.45	534.83	255.36	337.01	258.35	71.45	123.02	260.2762	160.6568	179.2118	267.1827	229.6878	224.0091	150.8349
DR1	2	433	356	424	6	521	1	379	16	110	14	346	71	220	2	17	31	359	0	174	2	255	28	171	0	226	94	161	15	170	134.09683839911	147.702152317531	190.017929109567	227.207980180984	102.765997119762	149.97239457538	104.730831160394	194.142529639844	113.46945409757	110.198863041983	131.901629007247	146.899416383596	161.349709039193	119.134524145498	198.230948717973	805.129	852.277	945.557	821.074	916.602	822.276	854.629	978.396	774.345	1164.85	897.991	860.069	200.09	285.72	150.49	124.4	267.94	325.73	171.76	267.8	158.31	161.33	351.49	189.83	258.22	180.8	257.4	137.53	223.1866	220.3413	225.3317	134.9138	161.1362	268.9906	208.8189
DRAP1	400	1391	1191	1560	523	1943	8	1725	329	711	137	909	414	905	96	196	408	986	472	984	97	748	46	669	271	907	657	721	357	1299	29.337819983608	28.0944567946413	85.3859515297296	58.2386586207956	30.9190889526057	23.5573386620921	30.4768093853569	23.5573386620921	35.2969027102917	23.9503730602777	34.7637710513166	36.3846329831042	23.4692160380787	36.0883818688223	30.2471193997666	510.269	1139.7	511.962	1290.06	1271.58	674.999	641.407	610.254	698.385	547.187	447.128	617.449	238.43	144.18	145.72	137.09	189.77	321.09	135.65	102.76	69.26	67.18	484.25	165.96	246.5	227.8	205.71	282.6	1241.617	1402.087	1489.082	2465.259	1538	1098.749	1855.722
DRG1	186	157	47	160	16	264	1	83	1	102	26	234	217	340	119	139	85	184	0	201	1	208	323	344	0	160	27	193	16	361	27.5480226268017	34.0633837302758	104.656211138672	61.3054723172244	59.3710617763169	57.6897372702169	58.0587361932026	41.7776576527344	29.5769990374967	31.0010436816584	57.7620140907418	48.8199013240595	60.7776335171092	57.7620140907418	90.2576934748369	379.291	337.096	214.362	256.947	142.533	179.878	178.327	261.301	288.159	391.547	351.825	288.777	47.72	36.33	52.64	57.61	154.69	128.02	57.47	44.98	44.11	98.2	63.66	97.73	411.47	191.71	81.17	132.28	92.60369	74.66619	43.41423	79.9912	108.6479	105.6688	102.9104
DSC2	124	1326	268	686	241	851	3	1125	0	327	250	607	876	807	128	1124	112	337	0	316	0	739	849	1310	277	571	208	391	120	1855	149.437736093849	181.888508388597	809.067291042566	913.309666072377	697.030383401784	1435.63196942928	896.91367566255	776.494748311041	1110.66366835743	937.912545848024	1039.68843990203	2075.64515303698	702.410316949969	636.610517570229	764.681242909399	207.375	168.316	637.606	1140.94	851.04	652.64	279.416	801.716	233.537	242.112	377.307	527.045	65.07	61.04	89.13	236.83	35.93	84.15	229.93	53.79	187.17	50.85	124.62	135.51	89.15	80.07	284.55	109.26	1381.617	1054.994	922.5379	307.3562	1256.66	1046.127	806.5587
DSE	2	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	695.556741877643	1188.22209871628	941.892995885948	1174.83696579634	349.175999749205	781.902198970368	372.932672389536	436.069476625125	1506.46371608747	905.651779139204	1006.79837519093	1389.26986113076	947.538764520235	778.092966284409	691.525851585408	314.179	324.741	593.388	480.436	520.395	331.752	311.31	645.569	300.169	223.734	312.067	497.163	162.29	173.21	393.22	269.4	251.67	386.43	188.06	109.33	96.6	177.44	218.14	165.69	2673.19	2402.28	3280.78	2515.91	530.6744	814.9482	451.2676	849.274	742.9104	640.3301	164.064
DSTN	253	574	98	180	37	311	0	132	220	322	16	514	354	733	129	498	345	444	0	491	1	446	357	679	2	462	191	579	24	828	83.0103823673952	69.958656809886	177.19238378406	115.984453585082	95.1597954816731	145.153484203194	193.978252330065	73.9118744632719	137.20786932601	114.97837659071	183.690049821929	193.058032496531	94.6265767092919	88.5575124027617	221.459698795143	1100.64	1041.95	516.725	466.8	358.666	362.343	555.319	719.196	496.518	1182.55	1381.95	771.214	134.21	89.27	76.02	62.57	186.59	164.82	21.63	38.73	32.18	34.93	75.45	106.65	700.95	144.25	96.44	209.77	103.9525	62.33323	105.9562	25.02689	52.73449	65.57856	111.1082
DTX4	46	40	36	54	0	28	1	12	9	16	17	38	52	33	20	19	20	49	0	85	0	60	0	51	130	22	55	17	12	111	16.6304696698716	7.58710408647472	38.0845386467481	13.5748387798284	42.1097170076326	11.7294644789796	12.9355771729107	13.5748387798284	16.6304696698716	16.6304696698716	13.5748387798284	12.6089126781889	17.1507487930619	16.6304696698716	16.6304696698716	377.598	188.401	291.775	248.75	330.66	293.451	191.74	266.939	230.575	262.212	140.395	128.944	28.51	28.54	24.02	18.86	51.51	39.24	22	34.18	19.3	22.37	18.68	19.84	178.35	17.78	28.65	18.39	10	10	10	10	10	10	10
DUSP1	38444	12175	113079	11628	67939	33010	342	9759	85443	1737	27393	3026	17489	2032	49563	3509	38894	2281	30070	1889	36938	2176	33240	3589	28873	3167	53773	1144	32381	5749	19215.092220416	19129.1623472298	13442.6961267279	17018.1813378346	22109.5518153009	22294.5467594488	18555.7309171628	15503.9133248245	13739.3609297566	13714.6695410693	16061.7337557232	15748.2849328836	21210.5371990119	18642.9507108066	26314.3224889858	21120.7	23440.8	28642.2	27608.4	26743.3	28122	28520.2	26562	27643	19071.5	24245.5	18100.9	9724.55	6972	15146.8	15222.9	13834.5	14245.5	18616.1	17226.7	16052.8	19667.6	17956.4	18989.3	11647.8	7168.6	14333.3	11072.8	23575.89	23759.52	25180.37	28961.05	18285.69	23771.72	23861.67
DUSP11	212	369	176	331	45	553	0	258	36	229	103	501	324	474	78	326	457	483	317	359	3	408	0	699	84	376	284	227	48	703	85.1618034152005	109.009974154785	121.577860949115	139.756554599136	65.836646754319	108.630300477238	96.7330943351459	103.497109068228	116.34511531177	108.630300477238	136.150331325692	197.886171693331	194.327192319758	150.860062656033	164.051105200892	465.188	535.959	489.29	669.089	478.267	545.402	578.431	717.887	469.261	401.908	538.484	594.973	145.15	109.93	116.49	107.44	186.67	239.91	124.85	147.62	124.7	128.37	136.32	192.05	134.39	133.71	151.19	171.52	323.3539	285.2727	256.5158	238.9456	354.7401	271.0773	452.5108
DUSP12	12	55	5	70	0	84	0	25	0	20	0	36	28	36	9	9	0	24	0	32	0	18	0	25	0	27	2	16	0	33	31.7455334285632	62.7907150299002	84.5640263304402	81.4953351092721	23.3119538767642	34.5127389433407	54.4731994362668	33.3548757261809	36.7909655476147	34.5535964816425	46.1101656338803	53.0842331690983	42.006756992356	31.0423275807842	50.4155715899612	286.938	215.308	93.9274	107.466	76.5622	46.5188	78.756	152.489	140.546	303.719	234.355	220.157	20.52	18.54	16.4	20.84	17	33.39	21.89	19.61	30.12	32.43	27.01	20.54	39.86	26.8	18.33	30.86	97.85689	83.39945	45.91963	57.30455	93.55973	103.5069	76.87151
DUSP22	67	355	450	455	270	676	0	362	60	242	199	750	336	466	161	529	287	352	585	415	150	539	187	875	0	323	270	201	58	614	399.933729591959	586.304623741694	735.20910847443	813.442819607119	641.159810780424	689.992372249105	803.225304562842	598.288124579877	652.598081955429	901.686210248451	776.708655524418	594.241888067067	470.54086313632	510.8385037255	1030.48495753004	599.875	649.639	468.462	407.25	488.09	469.459	454.337	669.33	340.801	544.711	660.9	441.492	117.13	125.74	98.23	104.93	209.57	160.95	76.8	119	100.59	238.85	178.34	125.57	155.8	204.13	129.39	96.86	1049.69	956.2009	1049.993	813.4379	1198.568	1198.396	1001.537
DUSP3	92	64	18	43	17	116	1	93	80	28	11	118	43	104	70	150	80	92	0	51	0	83	0	236	0	70	38	36	15	215	137.326880741604	482.743439898694	343.687980440034	306.712396615281	308.412183434025	172.049322049066	181.952633371363	164.338289321039	85.2043594976667	84.7011284966829	268.6015096319	274.506764712603	159.352474951759	96.79924534097	179.220211276321	70.491	86.2881	67.2047	83.784	42.8871	112.753	56.2721	70.5645	115.06	107.503	109.369	88.2342	115.61	105.89	134.84	47.78	99.1	66.92	75.49	42.67	28.26	54.4	73.89	51.27	397.32	322.2	274.06	178.18	334.422	1049.942	712.7252	647.4681	892.0724	717.9387	477.3502
