"Gene","airspace","bldvat","endotox","exercise","lcanc","sepsis","syno","tb"
"ABHD17B",0,0,0,0,0,0,1,0
"ABHD2",0,1,0,0,0,0,0,0
"ABHD5",0,1,0,0,0,0,1,0
"ABHD8",0,0,0,0,0,0,1,0
"ABI1",0,0,0,0,0,0,1,0
"ABI2",0,0,0,0,1,0,0,0
"ABI3BP",0,1,0,0,0,0,1,0
"ABLIM3",0,1,0,0,0,0,0,0
"ABO",0,0,0,0,1,0,0,0
"ABR",1,0,0,0,0,0,0,0
"ABRACL",0,0,0,0,0,1,0,0
"ABRAXAS1",0,0,0,0,0,1,1,0
"ABRAXAS2",0,0,0,0,0,0,1,0
"ABT1",0,0,0,0,0,0,1,0
"ABTB1",0,1,0,0,0,0,0,0
"ACAA1",0,0,0,0,0,1,0,0
"ACAA2",1,0,0,0,0,0,0,0
"ACACB",0,0,0,0,0,1,0,0
"ACADM",1,0,0,0,0,0,0,0
"ACAP1",0,0,0,0,0,1,0,0
"ACAT1",1,0,0,0,0,0,0,0
"ACAT2",1,0,0,0,0,0,1,0
"ACBD3",1,0,0,0,0,0,1,0
"ACBD5",0,0,0,0,0,0,1,0
"ACER3",0,0,0,0,0,1,0,0
"ACKR3",0,0,0,0,0,0,1,0
"ACN9",0,0,0,0,0,0,0,1
"ACO1",1,1,0,0,0,0,0,0
"ACO2",1,0,0,0,0,0,0,0
"ACOT13",0,0,0,0,0,1,0,0
"ACOT9",1,1,0,0,0,0,1,1
"ACOX2",0,0,0,0,1,0,0,0
"ACP1",1,0,0,0,0,0,0,0
"ACP2",1,0,0,0,0,0,1,0
"ACP5",1,0,0,0,0,0,0,0
"ACP6",0,0,0,0,0,1,0,0
"ACPT",0,1,0,0,0,0,0,0
"ACSF2",0,0,0,0,1,0,0,0
"ACSL1",0,1,0,0,0,0,0,0
"ACSL3",1,0,0,0,0,0,1,0
"ACSL4",1,0,0,0,0,0,1,0
"ACSL5",1,0,0,0,0,0,1,0
"ACSS2",0,0,0,0,0,0,1,0
"ACTB",0,1,0,0,0,0,0,0
"ACTG1",0,1,0,0,0,1,0,0
"ACTL6A",0,0,0,0,1,0,0,0
"ACTN1",0,1,1,0,0,0,0,0
"ACTN4",0,1,0,0,0,0,0,0
"ACTR3",0,1,0,0,0,0,0,0
"ACTR5",0,0,0,0,1,0,0,0
"ACTR6",0,0,0,0,0,0,1,0
"ACVR1",1,0,0,0,0,0,1,0
"ACVR1B",1,0,0,0,0,1,1,0
"ACVR1C",0,0,0,0,1,0,0,0
"ADAM15",0,0,0,0,1,0,0,0
"ADAM17",0,0,0,0,0,1,0,0
"ADAM22",0,0,0,0,1,0,0,0
"ADAM33",0,1,0,0,0,0,0,0
"ADAM9",1,0,0,0,0,1,1,0
"ADAMDEC1",1,0,0,0,0,0,0,0
"ADAMTS1",0,1,0,0,0,0,0,0
"ADAMTS15",0,1,0,0,0,0,0,0
"ADAMTS2",0,1,0,0,0,0,1,0
"ADAMTS4",0,1,0,0,0,0,0,0
"ADAMTSL1",0,1,0,0,0,0,0,0
"ADAMTSL5",0,0,0,0,1,0,0,0
"ADAP2",1,0,0,0,0,0,1,0
"ADARB1",0,0,0,0,0,0,1,0
"ADAT1",1,0,0,0,0,0,0,0
"ADCK2",1,0,0,0,0,0,0,0
"ADCY2",0,1,0,0,0,0,0,0
"ADCY3",0,1,0,0,0,0,0,1
"ADCY6",0,0,0,0,1,0,0,0
"ADCYAP1R1",0,1,0,0,0,0,0,0
"ADD3",0,0,0,0,0,1,0,0
"ADGRD1-AS1",0,0,0,0,1,0,0,0
"ADGRE1",1,0,0,0,0,0,0,0
"ADGRE2",1,0,0,0,0,1,1,0
"ADGRF1",0,0,0,0,1,0,0,0
"ADGRF4",0,0,0,0,1,0,0,0
"ADGRG3",0,0,0,0,0,1,1,0
"ADH1B",0,1,0,0,0,0,0,0
"ADH1C",0,1,0,0,1,0,0,0
"ADIPOQ",0,1,0,0,0,0,0,0
"ADIPOR2",0,0,0,0,0,0,1,0
"ADM",1,1,0,0,0,1,0,0
"ADNP",0,0,0,0,0,0,1,0
"ADNP2",1,0,0,0,0,0,1,0
"ADO",1,0,0,0,0,0,0,0
"ADORA1",0,0,0,0,1,0,0,0
"ADORA2A",0,0,0,0,0,1,0,0
"ADORA2A-AS1",0,0,0,0,0,0,1,0
"ADPGK",1,0,0,0,0,0,1,0
"ADPRH",0,0,0,0,0,0,1,0
"ADPRHL1",0,1,0,0,0,0,0,0
"ADPRM",0,0,0,0,0,0,1,0
"ADRA2A",0,0,0,0,1,0,0,0
"ADRB2",1,0,0,0,0,0,0,0
"ADRM1",0,0,0,0,0,0,1,0
"ADSL",1,0,0,0,0,1,0,0
"ADSSL1",0,0,0,0,1,0,0,0
"AEBP1",0,1,0,0,0,0,0,0
"AES",1,0,0,0,0,0,0,0
"AF116710",1,0,0,0,0,0,0,0
"AF127481",1,0,0,0,0,0,0,0
"AFAP1-AS1",0,0,0,0,1,0,0,0
"AFF1",1,0,0,0,0,0,0,1
"AFF4",0,0,0,0,0,0,1,0
"AFTPH",1,0,0,0,0,0,1,0
"AGA",1,0,0,0,0,0,0,0
"AGAP2",0,1,0,0,0,0,0,0
"AGAP3",0,0,0,0,0,0,1,0
"AGBL3",0,0,0,0,0,0,1,0
"AGBL5",0,0,0,0,1,0,0,0
"AGFG1",1,0,1,0,0,1,0,0
"AGO2",0,0,0,0,0,0,1,0
"AGO3",1,0,0,0,0,0,0,0
"AGPAT2",0,1,0,0,0,1,0,0
"AGPAT5",1,0,0,0,0,0,0,0
"AGPAT6",0,1,0,0,0,0,0,0
"AGPS",0,0,0,0,0,1,0,0
"AGR2",1,1,0,0,0,0,0,0
"AGR3",0,1,0,0,0,0,0,0
"AGRN",0,0,0,0,1,0,0,0
"AGT",0,1,0,0,0,0,0,0
"AGTPBP1",0,0,0,0,0,1,0,0
"AGTRAP",0,0,0,0,0,1,0,0
"AHCY",1,0,0,0,0,0,0,0
"AHDC1",0,0,0,0,1,0,0,0
"AHNAK2",0,1,0,0,1,0,0,0
"AHR",1,0,0,0,0,0,0,0
"AHRR",0,1,0,0,0,0,0,0
"AHSA1",1,0,0,0,0,0,0,0
"AIF1",0,1,1,0,0,0,1,0
"AIF1L",0,1,0,0,1,0,0,0
"AIG1",0,0,0,0,0,0,1,0
"AIM1",1,0,0,0,0,0,0,0
"AIM2",0,0,0,0,0,1,0,1
"AIMP1",1,0,0,0,0,0,0,0
"AIMP2",1,0,0,0,0,1,0,0
"AJUBA",0,0,0,0,1,0,0,0
"AK2",1,0,0,0,0,0,0,0
"AK3",0,0,0,0,0,0,1,0
"AK4",0,0,0,0,1,0,1,0
"AK6",1,0,0,0,0,0,1,0
"AKAP1",1,0,0,0,1,0,0,0
"AKAP10",0,0,0,0,0,1,0,0
"AKAP11",1,0,0,0,0,0,0,0
"AKAP12",0,1,0,0,0,0,0,0
"AKAP7",0,0,0,0,0,0,0,1
"AKIRIN2",0,0,0,0,0,1,1,0
"AKR1A1",1,0,0,0,0,0,1,0
"AKR1B1",1,0,0,0,0,0,0,0
"AKR1C1",0,1,0,0,0,0,0,0
"AKR1C2",0,1,0,0,0,0,0,0
"AKR1C3",0,0,0,1,0,0,0,0
"AKT1S1",0,1,0,0,0,0,0,0
"AL049390",1,0,0,0,0,0,0,0
"AL049988",1,0,0,0,0,0,0,0
"ALAS1",1,0,0,0,0,0,0,0
"ALAS2",0,0,0,0,0,0,0,1
"ALB",0,0,0,0,1,0,0,0
"ALCAM",1,0,0,0,0,0,0,0
"ALDH18A1",1,0,0,0,0,0,0,0
"ALDH1A1",1,0,0,0,0,0,0,0
"ALDH1A2",0,1,0,0,0,0,1,0
"ALDH1A3",0,1,0,0,0,0,0,0
"ALDH1L2",0,1,0,0,0,0,0,0
"ALDH2",0,0,1,0,0,1,0,0
"ALDH3B1",0,0,0,0,0,1,0,0
"ALDH6A1",0,0,0,0,1,0,0,0
"ALDH7A1",0,1,0,0,1,0,0,0
"ALDOA",0,0,0,0,0,1,1,0
"ALDOC",0,0,0,0,0,1,1,0
"ALG11",1,0,0,0,0,0,0,0
"ALG1L",0,0,0,0,1,0,0,0
"ALG2",0,0,0,0,0,1,1,0
"ALG5",1,0,0,0,0,0,0,0
"ALKBH1",1,0,0,0,0,0,1,0
"ALOX12",0,0,0,0,0,1,0,0
"ALOX12P2",0,0,0,0,1,0,0,0
"ALOX5",0,0,0,0,0,1,0,0
"ALOX5AP",1,1,0,0,0,1,1,0
"ALPK1",0,1,0,0,0,0,0,0
"ALPL",0,0,1,0,0,1,0,0
"ALS2CL",0,0,0,0,1,0,0,0
"AMBRA1",0,0,0,0,0,0,1,0
"AMIGO2",1,0,0,0,0,0,1,0
"AMIGO3",1,0,0,0,0,0,0,0
"AMOT",0,0,0,0,1,0,0,0
"AMOTL2",0,1,0,0,1,0,0,0
"AMPD2",0,1,0,0,0,0,0,0
"AMPD3",1,0,0,0,0,0,1,0
"AMT",0,1,0,0,0,0,0,0
"AMY1C",0,0,0,0,1,0,0,0
"AMZ2",0,0,0,0,0,1,0,0
"AMZ2P1",0,1,0,0,0,0,1,0
"ANAPC15",0,0,0,0,0,1,0,0
"ANAPC16",0,0,0,0,0,0,1,0
"ANAPC4",0,0,0,0,0,1,0,0
"ANAPC5",1,0,0,0,0,0,0,0
"ANG",0,0,0,0,0,0,1,0
"ANGPTL1",0,1,0,0,0,0,0,0
"ANGPTL2",0,1,0,0,0,0,0,0
"ANGPTL4",0,1,0,0,0,0,0,0
"ANKDD1A",0,0,0,0,0,0,1,1
"ANKEF1",0,0,0,0,1,0,0,0
"ANKHD1-EIF4EBP3",1,0,0,0,0,0,0,0
"ANKLE2",1,0,0,0,0,0,1,0
"ANKMY2",1,0,0,0,0,0,0,0
"ANKRD10",0,0,0,0,0,1,1,0
"ANKRD12",1,0,0,0,0,0,1,0
"ANKRD17",1,0,0,0,0,0,0,0
"ANKRD18B",0,0,0,0,1,0,0,0
"ANKRD20A1",0,0,0,0,1,0,0,0
"ANKRD20A2",0,0,0,0,1,0,0,0
"ANKRD20A3",0,0,0,0,1,0,0,0
"ANKRD20A4",0,0,0,0,1,0,0,0
"ANKRD20A8P",0,0,0,0,1,0,0,0
"ANKRD20A9P",0,1,0,0,0,0,0,0
"ANKRD22",0,0,0,0,0,1,1,1
"ANKRD28",0,0,0,0,0,1,0,0
"ANKRD33B",0,0,0,0,0,0,1,0
"ANKRD36",0,0,0,0,1,0,0,0
"ANKRD36B",1,0,0,0,1,0,0,0
"ANKRD36C",0,0,0,0,1,0,0,0
"ANKRD37",0,1,0,0,0,0,1,0
"ANKRD42",0,0,0,0,0,0,1,0
"ANKRD49",1,0,0,0,0,0,0,0
"ANKRD65",0,0,0,0,1,0,0,0
"ANKS1A",0,1,0,0,0,0,1,0
"ANLN",0,0,0,0,1,0,0,0
"ANO10",0,0,0,0,0,1,0,0
"ANO8",0,0,0,0,1,0,0,0
"ANO9",0,0,0,0,1,0,0,0
"ANOS1",1,0,0,0,0,0,1,0
"ANP32B",0,0,0,0,0,0,1,0
"ANP32E",1,0,0,0,1,0,1,0
"ANTXR1",0,1,0,0,0,0,0,0
"ANTXR2",0,0,0,0,0,0,1,0
"ANXA1",0,0,0,0,0,1,1,0
"ANXA11",0,1,0,0,0,0,0,0
"ANXA2",1,0,0,0,0,0,0,0
"ANXA2P2",1,0,0,0,0,0,0,0
"ANXA3",1,0,1,0,0,1,0,0
"ANXA4",1,0,0,0,0,1,0,0
"ANXA5",1,0,0,0,0,1,1,0
"ANXA6",1,0,0,0,0,0,0,0
"ANXA7",1,0,0,0,0,0,1,0
"AOAH",0,1,0,0,0,1,0,0
"AOC1",1,0,0,0,0,0,0,0
"AOPEP",0,0,0,0,1,0,0,0
"AOX1",0,1,0,0,0,0,0,0
"AP1AR",1,0,0,0,0,0,1,0
"AP1G1",1,1,0,0,0,0,0,0
"AP1M2",0,0,0,0,1,0,0,0
"AP2A1",0,0,0,0,0,1,0,0
"AP3D1",1,0,0,0,0,0,0,0
"AP3S1",0,0,0,0,0,1,1,0
"AP3S2",0,0,0,0,0,1,0,0
"APBA3",1,0,0,0,0,0,1,0
"APBB2",0,1,0,0,0,0,0,0
"APEX1",0,0,0,0,0,1,0,0
"APH1A",0,0,0,0,0,0,1,0
"APH1B",0,0,0,0,0,1,0,0
"API5",1,0,0,0,0,0,1,0
"APLF",0,0,0,0,0,0,1,0
"APLP2",0,1,0,0,0,1,1,0
"APMAP",0,1,1,0,0,1,0,0
"APOA2",0,1,0,0,0,1,0,0
"APOBEC3A",0,1,0,0,0,0,1,0
"APOBEC3B",0,1,0,0,0,0,0,0
"APOBEC3C",1,0,0,0,0,0,1,0
"APOBEC3D",0,0,0,0,0,0,1,0
"APOBEC3F",1,0,0,0,0,0,1,1
"APOBEC3G",1,0,0,0,0,0,1,1
"APOBR",0,1,0,0,0,0,0,0
"APOC1",1,0,0,0,0,0,1,0
"APOD",0,1,0,0,0,0,0,0
"APOE",1,1,0,0,0,0,1,0
"APOH",0,1,0,0,0,0,0,0
"APOL1",0,0,0,0,0,0,0,1
"APOL2",0,0,0,0,0,0,0,1
"APOL3",1,0,0,0,0,0,1,1
"APOL4",0,0,0,0,0,0,1,0
"APOL6",1,0,0,0,0,0,1,1
"APOLD1",1,0,0,0,0,0,0,0
"APOO",0,0,0,0,0,0,1,0
"APP",0,1,0,0,1,1,0,0
"APPBP2",0,0,0,0,0,0,1,0
"APRT",1,0,0,0,0,0,0,0
"APTX",0,0,0,0,0,0,1,0
"AQP1",0,1,0,0,0,0,0,0
"AQP3",1,0,0,0,0,0,0,0
"AQP5",0,0,0,0,1,0,0,0
"AQP7",0,1,0,0,0,0,0,0
"AQP9",1,1,0,0,0,0,1,0
"ARAP1",0,1,0,0,0,0,0,0
"ARAP2",1,0,0,0,0,0,0,0
"ARCN1",1,0,0,0,0,0,0,0
"AREG",0,1,0,1,0,0,0,0
"ARF1",0,0,0,0,0,0,1,0
"ARF3",1,0,0,0,0,0,1,0
"ARF4",1,1,0,0,0,0,0,0
"ARF5",0,0,0,0,0,0,1,0
"ARFGAP3",1,0,0,0,0,0,0,0
"ARFGEF2",1,0,0,0,0,0,1,0
"ARFIP1",0,0,0,0,0,0,1,0
"ARFIP2",1,0,0,0,0,0,1,0
"ARFRP1",0,0,0,0,0,1,0,0
"ARG1",0,1,1,0,0,1,0,0
"ARGLU1",0,0,0,0,0,0,1,0
"ARHGAP10",1,0,0,0,0,0,0,0
"ARHGAP12",0,0,0,0,1,0,1,0
"ARHGAP17",1,0,0,0,0,0,1,0
"ARHGAP18",0,0,0,0,0,0,1,0
"ARHGAP21",0,0,0,0,0,0,1,0
"ARHGAP24",0,0,0,0,0,1,0,0
"ARHGAP26",0,1,0,0,0,0,1,0
"ARHGAP29",0,1,0,0,1,0,0,0
"ARHGAP31",0,0,0,0,0,0,1,0
"ARHGAP39",0,0,0,0,1,0,0,0
"ARHGAP42",0,0,0,0,1,0,0,0
"ARHGAP5",0,0,0,0,1,0,0,0
"ARHGAP9",0,1,0,0,0,0,0,0
"ARHGDIA",0,0,0,0,0,1,0,0
"ARHGEF10",0,1,0,0,1,0,0,0
"ARHGEF10L",1,0,0,0,0,0,0,0
"ARHGEF12",0,0,0,0,1,0,0,0
"ARHGEF16",0,0,0,0,1,0,0,0
"ARHGEF19",0,0,0,0,1,0,0,0
"ARHGEF26-AS1",0,0,0,0,1,0,0,0
"ARHGEF28",0,1,0,0,0,0,0,0
"ARHGEF3",1,0,0,0,0,0,0,0
"ARHGEF35",0,0,0,0,0,0,1,0
"ARHGEF40",0,1,0,0,0,0,0,0
"ARID2",0,0,0,0,0,0,1,0
"ARID5A",1,0,0,0,0,1,1,0
"ARID5B",1,0,0,0,0,0,1,0
"ARIH1",0,1,0,0,0,0,1,0
"ARIH2",1,0,0,0,0,0,1,0
"ARL13B",0,0,0,0,0,0,1,0
"ARL2",0,0,0,0,0,0,0,1
"ARL2BP",0,0,0,0,0,0,1,0
"ARL3",0,0,0,0,0,1,0,0
"ARL4A",1,0,0,0,0,1,0,0
"ARL4C",1,0,0,0,0,0,0,0
"ARL5B",0,1,0,0,0,0,0,0
"ARL6IP1",0,0,0,0,0,1,0,0
"ARL6IP4",0,0,0,0,0,1,0,0
"ARL6IP5",1,0,0,0,0,1,1,0
"ARL8B",1,0,0,0,0,1,1,0
"ARMC1",1,0,0,0,0,0,0,0
"ARMC12",0,1,0,0,0,0,0,0
"ARMC5",0,1,0,0,0,0,0,0
"ARMC8",0,0,0,0,0,0,1,0
"ARMCX3",1,0,0,0,0,0,1,0
"ARMCX6",1,0,0,0,0,1,1,0
"ARMH3",0,0,0,0,0,0,1,0
"ARMT1",1,0,0,0,0,0,0,0
"ARNT",0,0,0,0,0,1,0,0
"ARPC1B",0,0,0,0,0,1,0,0
"ARPC2",0,1,0,0,0,0,0,0
"ARPC5",0,0,0,0,0,1,0,0
"ARPC5L",1,0,0,0,0,1,0,0
"ARPP19",0,0,0,0,0,0,1,0
"ARRB2",0,1,0,0,0,0,1,0
"ARRDC2",0,0,0,0,0,0,1,0
"ARRDC3",0,0,0,0,0,0,1,0
"ARSD",0,0,0,0,1,1,0,0
"ARSG",0,0,0,0,0,0,1,0
"ARSK",0,1,0,0,0,0,0,0
"ARV1",0,0,0,0,0,1,0,0
"ARVCF",0,0,0,0,1,0,0,0
"ASAP3",0,1,0,0,1,0,0,0
"ASB2",0,0,0,0,0,0,1,0
"ASCC1",1,0,0,0,0,1,1,0
"ASCC3",1,0,0,0,0,0,0,0
"ASF1A",1,0,0,0,0,1,0,0
"ASNS",1,0,0,0,0,1,0,0
"ASPA",0,1,0,0,0,0,0,0
"ASPH",0,0,0,0,0,1,0,0
"ASPHD2",0,0,0,0,0,0,0,1
"ASPN",0,1,0,0,0,0,0,0
"ASPRV1",0,1,0,0,0,0,1,0
"ASPSCR1",0,0,0,0,0,0,1,0
"ASS1",0,0,0,0,1,0,0,0
"ASTL",0,1,0,0,0,0,1,0
"ASTN2",0,1,0,0,0,0,0,0
"ASUN",1,0,0,0,0,0,0,0
"ASXL1",1,0,0,0,0,0,1,0
"ATAD3B",0,0,0,0,1,0,0,0
"ATAD3C",0,1,0,0,1,0,0,0
"ATF1",1,0,0,0,0,0,1,0
"ATF2",0,0,0,0,0,0,1,0
"ATF3",1,1,0,0,1,0,1,1
"ATF4",1,1,0,0,0,0,0,0
"ATF5",1,0,0,0,0,0,1,0
"ATF6",1,0,0,0,0,0,0,0
"ATG101",1,0,0,0,0,0,1,0
"ATG12",1,0,0,0,0,0,1,0
"ATG13",0,0,0,0,0,0,1,0
"ATG16L1",0,0,0,0,0,0,1,0
"ATG16L2",0,1,0,0,0,0,0,0
"ATG2A",0,1,0,0,0,0,1,0
"ATG3",1,0,0,0,0,0,1,1
"ATG4D",0,0,0,0,0,1,0,0
"ATG5",1,0,0,0,0,0,1,0
"ATG7",1,0,0,0,0,1,1,0
"ATG9A",0,0,0,0,0,1,0,0
"ATG9B",0,0,0,0,1,0,0,0
"ATHL1",0,1,0,0,0,0,0,0
"ATIC",1,0,0,0,0,0,0,0
"ATL1",0,1,0,0,0,0,0,0
"ATL3",0,0,0,0,0,1,1,0
"ATMIN",0,0,0,0,0,0,1,0
"ATN1",0,1,0,0,0,0,0,0
"ATOH8",0,0,0,0,1,0,0,0
"ATP10B",0,0,0,0,1,0,0,0
"ATP10D",1,0,0,0,0,0,1,0
"ATP11A",0,1,0,0,0,0,0,0
"ATP11B",0,0,0,0,0,1,0,0
"ATP13A3",1,1,0,0,0,1,1,0
"ATP13A4",0,0,0,0,1,0,0,0
"ATP1A1",1,0,0,0,0,1,1,0
"ATP1B1",1,1,0,0,0,0,0,0
"ATP1B3",1,0,0,0,0,1,1,1
"ATP2A2",1,0,0,0,0,1,0,0
"ATP2B1",0,1,0,0,0,0,1,0
"ATP2B3",0,1,0,0,0,0,0,0
"ATP2B4",0,0,1,0,0,1,0,0
"ATP2C2",0,1,0,0,0,0,0,0
"ATP5A1",1,0,0,0,0,0,0,0
"ATP5B",1,0,0,0,0,0,0,0
"ATP5F1",1,0,0,0,0,0,0,0
"ATP5F1B",0,0,0,0,0,1,0,0
"ATP5F1C",0,0,0,0,0,1,0,0
"ATP5G2",1,0,0,0,0,0,0,0
"ATP5G3",1,0,0,0,0,0,0,0
"ATP5H",1,0,0,0,0,0,0,0
"ATP5J",1,0,0,0,0,0,0,0
"ATP5MC3",0,0,0,0,0,1,0,0
"ATP5MG",0,0,0,0,0,1,0,0
"ATP5MPL",0,0,0,0,0,1,0,0
"ATP5PB",0,0,0,0,0,1,1,0
"ATP5S",1,0,0,0,0,0,0,0
"ATP5SL",1,0,0,0,0,0,0,0
"ATP6AP2",0,0,0,0,0,0,1,0
"ATP6V0E1",0,0,0,0,0,1,0,0
"ATP6V1B2",1,0,0,0,0,0,0,0
"ATP6V1C1",1,0,0,0,0,1,1,0
"ATP6V1D",0,1,0,0,0,0,0,0
"ATP6V1F",0,0,0,0,0,0,1,0
"ATP6V1G1",1,0,0,0,0,0,1,1
"ATP6V1G2",0,1,0,0,0,0,0,0
"ATP8B2",0,0,0,0,1,0,0,0
"ATP9A",0,1,0,0,1,1,0,0
"ATPSCKMT",0,0,0,0,1,0,0,0
"ATR",1,0,0,0,0,0,0,0
"ATRAID",1,0,0,0,0,0,0,0
"ATXN1",1,0,0,0,0,0,1,0
"ATXN10",1,0,0,0,0,0,0,0
"ATXN7",0,1,0,0,0,0,0,0
"ATXN7L2",0,0,0,0,0,0,1,0
"ATXN7L3B",0,0,0,0,0,1,0,0
"AU146791",1,0,0,0,0,0,0,0
"AUNIP",0,1,0,0,0,0,0,0
"AURKA",0,1,0,0,0,0,0,0
"AUTS2",1,0,0,0,0,0,0,0
"AV700891",1,0,1,0,0,0,0,0
"AW151660",0,0,0,1,0,0,0,0
"AW973834",1,0,0,0,0,0,0,0
"AZI2",0,0,0,0,0,1,1,1
"AZIN1",1,1,0,0,0,0,1,0
"AZIN2",0,0,0,0,1,0,0,0
"B2M",0,1,0,0,0,0,1,0
"B3GALNT2",0,0,0,0,0,0,1,0
"B3GALT4",0,0,0,0,0,1,0,0
"B3GALT6",0,0,0,0,0,0,1,0
"B3GLCT",0,0,0,0,0,0,1,0
"B3GNT2",0,0,0,0,0,1,0,0
"B3GNT3",0,0,0,0,1,0,0,0
"B3GNT4",0,1,0,0,0,0,0,0
"B3GNT5",0,1,0,0,0,1,1,0
"B3GNT8",0,0,0,0,0,1,0,0
"B3GNT9",0,0,0,0,0,1,0,0
"B3GNTL1",0,0,0,0,0,0,1,0
"B4GALNT2",0,1,0,0,0,0,0,0
"B4GALNT3",0,0,0,0,1,0,0,0
"B4GALNT4",0,0,0,0,1,0,0,0
"B4GALT1",0,1,0,0,0,0,1,0
"B4GALT2",0,1,0,0,1,0,0,0
"B4GALT3",1,0,0,0,0,0,0,0
"B4GALT4",0,0,0,0,0,1,0,0
"B9D2",0,0,0,0,0,0,1,0
"BABAM2",0,0,0,0,0,1,0,0
"BABAM2-AS1",0,0,0,0,0,1,0,0
"BACH2",0,0,0,0,0,0,1,0
"BAG1",0,0,0,0,0,0,1,0
"BAG3",1,1,0,0,0,0,0,0
"BAG6",0,1,0,0,0,0,0,0
"BAHCC1",0,0,0,0,1,0,0,0
"BAHD1",0,0,0,0,0,0,1,0
"BAMBI",0,0,0,0,1,0,0,0
"BANF1",1,0,0,0,0,0,1,0
"BARX1",0,1,0,0,0,0,0,0
"BATF",1,0,0,0,0,1,1,0
"BATF2",0,0,0,0,0,0,1,1
"BATF3",1,0,0,0,0,0,1,0
"BAZ1A",1,0,0,0,0,0,0,0
"BAZ2B",0,1,0,0,0,0,0,0
"BBC3",0,0,0,0,0,1,1,0
"BBS4",0,0,0,0,0,0,1,0
"BBX",0,0,0,0,0,0,0,1
"BCAP29",0,0,0,0,0,1,1,0
"BCAP31",0,0,0,0,0,1,0,0
"BCAS1",0,1,0,0,0,0,0,0
"BCAS2",0,1,0,0,0,0,0,0
"BCAT1",0,0,0,0,0,1,1,0
"BCAT2",0,0,0,0,1,0,0,0
"BCCIP",1,0,0,0,0,0,1,0
"BCDIN3D",0,0,0,0,0,1,1,0
"BCKDK",1,0,0,0,0,0,1,0
"BCL11B",1,0,0,0,0,0,0,0
"BCL2A1",1,1,0,0,0,1,1,0
"BCL2L1",1,0,0,0,0,0,1,0
"BCL2L11",1,0,0,0,0,0,0,0
"BCL2L13",1,0,0,0,0,0,1,0
"BCL2L15",0,0,0,0,1,0,0,0
"BCL6",0,1,0,0,0,0,0,0
"BCL7A",0,0,0,0,1,0,0,0
"BCL7B",0,1,0,0,0,0,0,0
"BCOR",1,0,0,0,0,0,1,0
"BDKRB2",0,0,0,0,1,0,0,0
"BEST1",0,1,0,0,0,1,0,0
"BET1",1,0,0,0,0,0,0,0
"BEX4",1,0,0,0,0,0,0,0
"BF796940",1,0,0,0,0,0,0,0
"BFAR",1,0,0,0,0,0,1,0
"BHLHE40",1,0,0,0,0,0,1,0
"BHLHE40-AS1",0,0,0,0,0,0,1,0
"BHLHE41",1,0,0,0,0,0,0,0
"BHMT2",0,1,0,0,0,0,0,0
"BICC1",0,1,0,0,1,0,0,0
"BICD1",0,0,0,0,1,0,0,0
"BICDL2",0,0,0,0,1,0,0,0
"BID",0,0,0,0,0,0,1,0
"BIN1",1,0,0,0,0,0,0,0
"BIN2",0,1,0,0,0,0,0,0
"BIRC2",1,0,0,0,0,0,1,0
"BIRC3",1,0,0,0,0,0,1,0
